nword,data,tag,section,subsection,paragraph
60,"According to the religious narrative of the Hebrew Bible, the Israelites' origin is traced back to the biblical patriarchs and matriarchs Abraham and his wife Sarah, through their son Isaac and his wife Rebecca, and their son Jacob (who was later called Israel, whence they derive their name) with his wives Leah and Rachel and the handmaids Zilpa and Bilhah.",p,0,0,6
16,The Israelites are the ethnic stock from which modern Jews and Samaritans originally trace their ancestry.,p,0,0,6
25,"Modern Jews are named after and also descended from the southern Israelite Kingdom of Judah, particularly the tribes of Judah, Benjamin, Simeon and partially Levi.",p,0,0,6
17,Many Israelites took refuge in the Kingdom of Judah following the collapse of the Kingdom of Israel.,p,0,0,6
31,"Finally, in Judaism, the term ""Israelite"" is, broadly speaking, used to refer to a lay member of the Jewish ethnoreligious group, as opposed to the priestly orders of Kohanim and Levites.",p,0,0,7
35,"In texts of Jewish law such as the Mishnah and Gemara, the term יהודי (Yehudi), meaning Jew, is rarely used, and instead the ethnonym ישראלי (Yisraeli), or Israelite, is widely used to refer to Jews.",p,0,0,7
28,"Samaritans are not and never call themselves ""Jews"" יהודים (Yehudim), but commonly refer to themselves and to Jews collectively as Israelites, and they describe themselves as Israelite Samaritans.",p,0,0,7
1,Etymology,h2,1,0,8
46,"The term Israelite is the English name for the descendants of the biblical patriarch Jacob in ancient times, which is derived from the Greek Ἰσραηλῖται, which was used to translate the Biblical Hebrew term b'nei yisrael, יִשְׂרָאֵל as either ""sons of Israel"" or ""children of Israel"".",p,1,0,9
12,The name Israel first appears in the Hebrew Bible in Genesis 32:29.,p,1,0,10
37,"It refers to the renaming of Jacob, who, according to the Bible, wrestled with an angel, who gave him a blessing and renamed him Israel because he had ""striven with God and with men, and have prevailed"".",p,1,0,10
19,"The Hebrew Bible etymologizes the name as from yisra ""to prevail over"" or ""to struggle/wrestle with"", and El (God).",p,1,0,10
38,"However, modern scholarship interprets El as the subject, ""El rules/struggles"", from sarar (שָׂרַר) 'to rule' (cognate with sar (שַׂר) 'ruler', Akkadian šarru 'ruler, king' ), which is likely cognate with the similar root sara (שׂרה) ""fought, strove, contended"".",p,1,0,10
9,The name Israel first appears in non-biblical sources c.,p,1,0,11
10,"1209 BCE, in an inscription of the Egyptian pharaoh Merneptah.",p,1,0,11
19,"The inscription is very brief and says simply: ""Israel is laid waste and his seed is not"" (see below).",p,1,0,11
13,"The inscription refers to a people, not to an individual or a nation-state.",p,1,0,11
37,Three Egyptologists have suggested that the name 'Israel' appears in a topographical relief that either dates to the period of the Nineteenth Dynasty (perhaps during the reign of Ramses II) or even earlier during the Eighteenth Dynasty.,p,1,0,12
4,This reading remains controversial.,p,1,0,12
2,Related terms,h2,2,0,13
3,"Judahite, Judaean, Jew",h3,2,1,14
59,"The Greek term Ioudaios (Jew) was an exonym originally referring to members of the Tribe of Judah, and by extension the inhabitants of the Kingdom of Judah and the Judean region, and was later adopted as a self-designation by people in the Jewish diaspora who identified themselves as loyal to the God of Israel and the Temple in Jerusalem.",p,2,1,15
1,Samaritan,h3,2,2,16
62,"The Samaritans, who claim descent from the tribes of Ephraim and Manasseh (plus Levi through Aaron for kohens), are named after the Israelite Kingdom of Samaria, but many Jewish authorities contest their claimed lineage, deeming them to have been conquered foreigners who were settled in the Land of Israel by the Assyrians, as was the typical Assyrian policy to obliterate national identities.",p,2,2,17
21,"The terms ""Jews"" and ""Samaritans"" largely replaced the title ""Children of Israel"" as the commonly used ethnonym for each respective community.",p,2,2,17
2,Biblical narrative,h2,3,2,18
16,"The Israelite story begins with some of the culture heroes of the Jewish people, the patriarchs.",p,3,2,19
31,"The Torah traces the Israelites to the patriarch Jacob, grandson of Abraham, who was renamed Israel after a mysterious incident in which he wrestles all night with God or an angel.",p,3,2,19
47,"Jacob's twelve sons (in order of birth), Reuben, Simeon, Levi, Judah, Dan, Naphtali, Gad, Asher, Issachar, Zebulun, Joseph and Benjamin, become the ancestors of twelve tribes, with the exception of Joseph, whose two sons Mannasseh and Ephraim, who were adopted by Jacob, become tribal eponyms (Genesis 48).",p,3,2,19
6,The mothers of Jacob's sons are:,p,3,2,20
27,"Jacob and his sons are forced by famine to go down into Egypt, although Joseph was already there, as he had been sold into slavery while young.",p,3,2,21
43,"When they arrive they and their families are 70 in number, but within four generations they have increased to 600,000 men of fighting age, and the Pharaoh of Egypt, alarmed, first enslaves them and then orders the death of all male Hebrew children.",p,3,2,21
23,"A woman from the tribe of Levi hides her child, places him in a woven basket, and sends him down the Nile river.",p,3,2,21
12,"He is named Mosheh, or Moses, by the Egyptians who find him.",p,3,2,21
27,"Being a Hebrew baby, they award a Hebrew woman the task of raising him, the mother of Moses volunteers, and the child and his mother are reunited.",p,3,2,21
45,"At the age of forty Moses kills an Egyptian, after he sees him beating a Hebrew to death, and escapes as a fugitive into the Sinai desert, where he is taken in by the Midianites and marries Zipporah, the daughter of the Midianite priest Jethro.",p,3,2,22
31,"When he is eighty years old, Moses is tending a herd of sheep in solitude on Mount Sinai when he sees a desert shrub that is burning but is not consumed.",p,3,2,22
34,"The God of Israel calls to Moses from the fire and reveals his name, Yahweh, and tells Moses that he is being sent to Pharaoh to bring the people of Israel out of Egypt.",p,3,2,22
48,"Yahweh tells Moses that if Pharaoh refuses to let the Hebrews go to say to Pharaoh ""Thus says Yahweh: Israel is my son, my first-born and I have said to you: Let my son go, that he may serve me, and you have refused to let him go.",p,3,2,23
8,"Behold, I will slay your son, your first-born"".",p,3,2,23
16,Moses returns to Egypt and tells Pharaoh that he must let the Hebrew slaves go free.,p,3,2,23
26,"Pharaoh refuses and Yahweh strikes the Egyptians with a series of horrific plagues, wonders, and catastrophes, after which Pharaoh relents and banishes the Hebrews from Egypt.",p,3,2,23
23,"Moses leads the Israelites out of bondage toward the Red Sea, but Pharaoh changes his mind and arises to massacre the fleeing Hebrews.",p,3,2,23
21,Pharaoh finds them by the sea shore and attempts to drive them into the ocean with his chariots and drown them.,p,3,2,23
18,Yahweh causes the Red Sea to part and the Hebrews pass through on dry land into the Sinai.,p,3,2,24
25,"After the Israelites escape from the midst of the sea, Yahweh causes the ocean to close back in on the pursuing Egyptian army, drowning them.",p,3,2,24
17,In the desert Yahweh feeds them with manna that accumulates on the ground with the morning dew.,p,3,2,24
32,"They are led by a column of cloud, which ignites at night and becomes a pillar of fire to illuminate the way, southward through the desert until they come to Mount Sinai.",p,3,2,24
44,"The twelve tribes of Israel encamp around the mountain, and on the third day Mount Sinai begins to smolder, then catches fire, and Yahweh speaks the Ten Commandments from the midst of the fire to all the Israelites, from the top of the mountain.",p,3,2,24
30,"Moses ascends biblical Mount Sinai and fasts for forty days while he writes down the Torah as Yahweh dictates, beginning with Bereshith and the creation of the universe and earth.",p,3,2,25
22,"He is shown the design of the Mishkan and the Ark of the Covenant, which Bezalel is given the task of building.",p,3,2,25
73,"Moses descends from the mountain forty days later with the Sefer Torah he wrote, and with two rectangular lapis lazuli tablets, into which Yahweh had carved the Ten Commandments in Paleo–Hebrew.[citation needed] In his absence, Aaron has constructed an image of Yahweh, depicting him as a young golden calf, and has presented it to the Israelites, declaring ""Behold O Israel, this is your god who brought you out of the land of Egypt"".",p,3,2,25
34,"Moses smashes the two tablets and grinds the golden calf into dust, then throws the dust into a stream of water flowing out of Mount Sinai, and forces the Israelites to drink from it.",p,3,2,25
96,"Moses ascends Mount Sinai for a second time and Yahweh passes before him and says: 'Yahweh, Yahweh, a god of compassion, and showing favor, slow to anger, and great in kindness and in truth, who shows kindness to the thousandth generation, forgiving wrongdoing and injustice and wickedness, but will by no means clear the guilty, causing the consequences of the parent's wrongdoing to befall their children, and their children's children, to the third and fourth generation' Moses then fasts for another forty days while Yahweh carves the Ten Commandments into the second set of stone tablets.",p,3,2,26
30,"After the tablets are completed, light emanates from the face of Moses for the rest of his life, causing him to wear a veil so he does not frighten people.",p,3,2,26
24,Moses descends Mount Sinai and the Israelites agree to be the chosen people of Yahweh and follow all the [613 commandments|laws of the Torah]].,p,3,2,27
23,"Moses prophesies if they forsake the Torah, Yahweh will exile them for the total number of years they did not observe the shmita.",p,3,2,27
34,"Bezael constructs the Ark of the Covenant and the Mishkan, where the presence of Yahweh dwells on earth in the Holy of Holies, above the Ark of the Covenant, which houses the Ten Commandments.",p,3,2,27
33,"Moses sends spies to scout out the Land of Canaan, and the Israelites are commanded to go up and conquer the land, but they refuse, due to their fear of warfare and violence.",p,3,2,27
26,"In response, Yahweh condemns the entire generation, including Moses, who is condemned for striking the rock at Meribah, to exile and death in the Sinai desert.",p,3,2,27
31,"Before Moses dies he gives a speech to the Israelites where he paraphrases a summary of the mizwoth given to them by Yahweh, and recites a prophetic song called the Ha'azinu.",p,3,2,28
52,"Moses prophesies that if the Israelites disobey the Torah, Yahweh will cause a global exile in addition to the minor one prophesied earlier at Mount Sinai, but at the end of days Yahweh will gather them back to Israel from among the nations when they turn back to the Torah with zeal.",p,3,2,28
36,"The events of the Israelite exodus and their sojourn in the Sinai are memorialized in the Jewish and Samaritan festivals of Passover and Sukkoth, and the giving of the Torah in the Jewish celebration of Shavuoth.",p,3,2,28
37,"Forty years after the Exodus, following the death of the generation of Moses, a new generation, led by Joshua, enters Canaan and takes possession of the land in accordance with the promise made to Abraham by Yahweh.",p,3,2,29
9,The land is allocated to the tribes by lottery.,p,3,2,29
12,"Eventually, the Israelites ask for a king, and Yahweh gives them Saul.",p,3,2,29
13,"David, the youngest (divinely favored) son of Jesse of Bethlehem would succeed Saul.",p,3,2,29
35,"Under David, the Israelites establish the united monarchy, and under David's son Solomon they construct the Holy Temple in Jerusalem, using the 400-year-old materials of the Mishkan, where Yahweh continues to tabernacle himself among them.",p,3,2,29
17,"On the death of Solomon and reign of his son, Rehoboam, the kingdom is divided in two.",p,3,2,29
53,"The kings of the northern Kingdom of Israel are uniformly bad, permitting the worship of other gods and failing to enforce the worship of Yahweh alone, and so Yahweh eventually allows them to be conquered and dispersed among the peoples of the earth; and strangers rule over their remnant in the northern land.",p,3,2,30
57,"In Judah some kings are good and enforce the worship of Yahweh alone, but many are bad and permit other gods, even in the Holy Temple itself, and at length Yahweh allows Judah to fall to her enemies, the people taken into captivity in Babylon, the land left empty and desolate, and the Holy Temple itself destroyed.",p,3,2,30
21,"Yet despite these events, Yahweh does not forget his people but sends Cyrus, king of Persia to deliver them from bondage.",p,3,2,31
25,"The Israelites are allowed to return to Judah and Benjamin, the Holy Temple is rebuilt, the priestly orders restored, and the service of sacrifice resumed.",p,3,2,31
26,"Through the offices of the sage Ezra, Israel is constituted as a holy nation, bound by the Torah and holding itself apart from all other peoples.",p,3,2,31
2,Historical Israelites,h2,4,2,32
1,Origins,h3,4,3,33
34,"Several theories exist proposing the origins of the Israelites in raiding groups, infiltrating nomads or emerging from indigenous Canaanites driven from the wealthier urban areas by poverty to seek their fortunes in the highland.",p,4,3,34
48,"Various, ethnically distinct groups of itinerant nomads such as the Habiru and Shasu recorded in Egyptian texts as active in Edom and Canaan could have been related to the later Israelites, which does not exclude the possibility that the majority may have had their origins in Canaan proper.",p,4,3,34
20,"The name Yahweh, the god of the later Israelites, may indicate connections with the region of Mount Seir in Edom.",p,4,3,34
50,"The prevailing academic opinion today is that the Israelites were a mixture of peoples predominantly indigenous to Canaan, although an Egyptian matrix of peoples may also have played a role in their ethnogenesis, with an ethnic composition similar to that in Ammon, Edom and Moab, and including Habiru and Šośu.",p,4,3,35
26,"The defining feature which marked them off from the surrounding societies was a staunch egalitarian organisation focused on the worship of Yahweh, rather than mere kinship.",p,4,3,35
63,"The language of the Canaanites may perhaps be best described as an ""archaic form of Hebrew, standing in much the same relationship to the Hebrew of the Old Testament as does the language of Chaucer to modern English.""[citation needed] The Canaanites were also the first people, as far as is known, to have used an alphabet, as early as the 12th century BCE",p,4,3,36
6,The name Israel first appears c.,p,4,3,37
34,"1209 BCE, at the end of the Late Bronze Age and the very beginning of the period archaeologists and historians call Iron Age I, on the Merneptah Stele raised by the Egyptian Pharaoh Merneptah.",p,4,3,37
5,The inscription is very brief:,p,4,3,37
38,"Plundered is Canaan with every evil, Carried off is Ashkelon, Seized upon is Gezer, Yeno'am is made as that which does not exist Israel lies fallow, it has no seed; Ḫurru has become a widow because of Egypt.",p,4,3,38
43,"As distinct from the cities named (Ashkelon, Gezer, Yenoam) which are written with a toponymic marker, Israel is written hieroglyphically with a demonymic determinative indicating that the reference is to a human group, variously located in central Palestine or the highlands of Samaria.",p,4,3,39
9,Pre-state (Iron Age I) and monarchies (Iron Age II),h3,4,4,40
30,"Over the next two hundred years (the period of Iron Age I) the number of highland villages increased from 25 to over 300 and the settled population doubled to 40,000.",p,4,4,41
23,"By the 10th century BCE a rudimentary state had emerged in the north-central highlands, and in the 9th century this became a kingdom.",p,4,4,41
54,"Settlement in the southern highlands was minimal from the 12th through the 10th centuries BCE, but a state began to emerge there either in the 10th or the 9th century, and from 850 BCE onwards a series of inscriptions are evidence of a kingdom which its neighbours refer to as the ""House of David.""",p,4,4,41
10,From the downfall of the two kingdoms to Bar Kochba,h3,4,5,42
48,"In the pre-exilic First Temple Period the political power of Judea was concentrated within the tribe of Judah, Israel was dominated by the tribe of Ephraim and the House of Joseph, while the Galilee was associated with the tribe of Naphtali, the most eminent tribe of northern Israel.",p,4,5,43
30,"After the destruction of the kingdom of Israel and kingdom of Judah in 720 and 586 BCE respectively, the concepts of Jew and Samaritan gradually replaced Judahite and Israelite.[citation needed]",p,4,5,44
27,"At the time of the Kingdom of Israel, the Galilee was populated by northern tribes of Israel, but following the Babylonian exile the region became Jewish.[citation needed]",p,4,5,45
24,"Four centuries after the Jews returned from the Babylonian captivity, the Hasmonean kingdom was established, consisting of three regions, Judea, Samaria, and the Galilee.",p,4,5,46
13,During the Second Temple period relations between the Jews and Samaritans remained tense.,p,4,5,47
83,"In 120 BCE the Hasmonean king Yohanan Hyrcanos I destroyed the Samaritan temple on Mount Gerizim, due to the resentment between the two groups over a disagreement of whether Mount Moriah in Jerusalem or Mount Gerizim in Shechem was the actual site of the Aqedah, and the chosen place for the Holy Temple, a source of contention that had been growing since the two houses of the former united monarchy first split asunder in 930 BCE and which had finally exploded into warfare.",p,4,5,47
74,"[dubious – discuss] 190 years after the destruction of the Samaritan Temple and the surrounding area of Shechem, the Roman general and future emperor Vespasian launched a military campaign to crush the Jewish revolt of 66 CE, which resulted in the destruction of the Jewish Temple in Jerusalem in 70 CE by his son Titus, and the subsequent exile of Jews from Judea and the Galilee in 135 CE following the Bar Kochba revolt.",p,4,5,47
1,Genetics,h2,5,5,48
3,"In 2000, M.",p,5,5,49
3,"Hammer, et al.",p,5,5,49
34,"conducted a study on 1371 men and definitively established that part of the paternal gene pool of Jewish communities in Europe, North Africa and Middle East came from a common Middle East ancestral population.",p,5,5,49
5,Another study (Nebel et al.,p,5,5,49
40,"2001) noted; ""In comparison with data available from other relevant populations in the region, Jews were found to be more closely related to groups in the north of the Fertile Crescent (Kurds, Turks, and Armenians) than to their Arab neighbors.",p,5,5,49
52,"The authors found that ""Palestinian Arabs and Bedouin differed from the other Middle Eastern populations studied, mainly in specific high-frequency Eu 10 haplotypes not found in the non-Arab groups."" and suggested that some of this difference might be due to migration and admixture from the Arabian peninsula during the last two millennia.",p,5,5,49
47,"A 2004 study (by Shen et al.) comparing Samaritans to several Jewish populations (including Ashkenazi Jews, Iraqi Jews, Libyan Jews, Moroccan Jews, and Yemenite Jews, as well as Israeli Druze and Palestinians) found that ""the principal components analysis suggested a common ancestry of Samaritan and Jewish patrilineages.",p,5,5,49
42,"Most of the former may be traced back to a common ancestor in what is today identified as the paternally inherited Israelite high priesthood (Cohanim) with a common ancestor projected to the time of the Assyrian conquest of the kingdom of Israel.""",p,5,5,49
