nword,data,tag,section,subsection,paragraph
9,Unity Church and its founder Charles Fillmore teach reincarnation.,p,1,1,9
41,"Rosicrucians speak of a life review period occurring immediately after death and before entering the afterlife's planes of existence (before the silver cord is broken), followed by a judgment, more akin to a final review or end report over one's life.",p,1,1,10
3,Heaven and Hell,h3,1,2,11
40,"Heaven, the heavens, seven heavens, pure lands, Tian, Jannah, Valhalla, or the Summerland, is a common religious, cosmological, or transcendent place where beings such as gods, angels, jinn, saints, or venerated ancestors are said to originate, be enthroned, or live.",p,1,2,12
32,"According to the beliefs of some religions, heavenly beings can descend to earth or incarnate, and earthly beings can ascend to heaven in the afterlife, or in exceptional cases enter heaven alive.",p,1,2,12
53,"Heaven is often described as a ""higher place"", the holiest place, a paradise, in contrast to hell or the underworld or the ""low places"", and universally or conditionally accessible by earthly beings according to various standards of divinity, goodness, piety, faith or other virtues or right beliefs or simply the will of God.",p,1,2,13
15,Some believe in the possibility of a heaven on Earth in a world to come.,p,1,2,13
8,"In Hinduism, heaven is considered as Svarga loka.",p,1,2,14
16,There are seven positive regions the soul can go to after death and seven negative regions.,p,1,2,14
22,"After completing its stay in the respective region, the soul is subjected to rebirth in different living forms according to its karma.",p,1,2,14
12,This cycle can be broken after a soul achieves Moksha or Nirvana.,p,1,2,14
23,"Any place of existence, either of humans, souls or deities, outside the tangible world (heaven, hell, or other) is referred to as otherworld.",p,1,2,14
17,"Hell, in many religious and folkloric traditions, is a place of torment and punishment in the afterlife.",p,1,2,15
29,"Religions with a linear divine history often depict hell as an eternal destination, while religions with a cyclic history often depict a hell as an intermediary period between incarnations.",p,1,2,15
25,"Typically, these traditions locate hell in another dimension or under the earth's surface and often include entrances to hell from the land of the living.",p,1,2,15
7,Other afterlife destinations include purgatory and limbo.,p,1,2,15
40,"Traditions that do not conceive of the afterlife as a place of punishment or reward merely describe hell as an abode of the dead, the grave, a neutral place (for example, sheol or Hades) located under the surface of earth.",p,1,2,16
2,Ancient religions,h2,2,2,17
3,Ancient Egyptian religion,h3,2,3,18
23,"The afterlife played an important role in Ancient Egyptian religion, and its belief system is one of the earliest known in recorded history.",p,2,3,19
25,"When the body died, parts of its soul known as ka (body double) and the ba (personality) would go to the Kingdom of the Dead.",p,2,3,19
19,"While the soul dwelt in the Fields of Aaru, Osiris demanded work as restitution for the protection he provided.",p,2,3,19
13,Statues were placed in the tombs to serve as substitutes for the deceased.,p,2,3,19
30,"Arriving at one's reward in afterlife was a demanding ordeal, requiring a sin-free heart and the ability to recite the spells, passwords and formulae of the Book of the Dead.",p,2,3,20
27,"In the Hall of Two Truths, the deceased's heart was weighed against the Shu feather of truth and justice taken from the headdress of the goddess Ma'at.",p,2,3,20
25,"If the heart was lighter than the feather, they could pass on, but if it were heavier they would be devoured by the demon Ammit.",p,2,3,20
35,"Egyptians also believed that being mummified and put in a sarcophagus (an ancient Egyptian ""coffin"" carved with complex symbols and designs, as well as pictures and hieroglyphs) was the only way to have an afterlife.",p,2,3,21
31,"Only if the corpse had been properly embalmed and entombed in a mastaba, could the dead live again in the Fields of Yalu and accompany the Sun on its daily ride.",p,2,3,21
27,"Due to the dangers the afterlife posed, the Book of the Dead was placed in the tomb with the body as well as food, jewellery, and 'curses'.",p,2,3,21
8,"They also used the ""opening of the mouth"".",p,2,3,21
22,Ancient Egyptian civilization was based on religion; their belief in the rebirth after death became the driving force behind their funeral practices.,p,2,3,22
42,"Death was simply a temporary interruption, rather than complete cessation, of life, and that eternal life could be ensured by means like piety to the gods, preservation of the physical form through mummification, and the provision of statuary and other funerary equipment.",p,2,3,22
14,"Each human consisted of the physical body, the ka, the ba, and the akh.",p,2,3,22
8,The Name and Shadow were also living entities.,p,2,3,22
15,"To enjoy the afterlife, all these elements had to be sustained and protected from harm.",p,2,3,22
48,"On 30 March 2010, a spokesman for the Egyptian Culture Ministry claimed it had unearthed a large red granite door in Luxor with inscriptions by User, a powerful adviser to the 18th Dynasty Queen Hatshepsut who ruled between 1479 BC and 1458 BC, the longest of any woman.",p,2,3,23
11,It believes the false door is a 'door to the Afterlife'.,p,2,3,23
14,"According to the archaeologists, the door was reused in a structure in Roman Egypt.",p,2,3,23
5,Ancient Greek and Roman religions,h3,2,4,24
22,"The Greek god Hades is known in Greek mythology as the king of the underworld, a place where souls live after death.",p,2,4,25
28,"The Greek god Hermes, the messenger of the gods, would take the dead soul of a person to the underworld (sometimes called Hades or the House of Hades).",p,2,4,25
18,"Hermes would leave the soul on the banks of the River Styx, the river between life and death.",p,2,4,25
35,"Charon, also known as the ferry-man, would take the soul across the river to Hades, if the soul had gold: Upon burial, the family of the dead soul would put coins under the deceased's tongue.",p,2,4,26
13,"Once crossed, the soul would be judged by Aeacus, Rhadamanthus and King Minos.",p,2,4,26
11,"The soul would be sent to Elysium, Tartarus, or Asphodel Fields.",p,2,4,26
11,The Elysian Fields were for the ones that lived pure lives.,p,2,4,26
20,"It consisted of green fields, valleys and mountains, everyone there was peaceful and contented, and the Sun always shone there.",p,2,4,26
17,"Tartarus was for the people that blasphemed against the gods, or were simply rebellious and consciously evil.",p,2,4,26
26,"The Asphodel Fields were for a varied selection of human souls: Those whose sins equalled their goodness, were indecisive in their lives, or were not judged.",p,2,4,27
10,"Those who had sinned went to the deepest pit, Tartarus.",p,2,4,27
16,"In Tartarus, the soul would be punished by being burned in lava, or stretched on racks.",p,2,4,27
11,Some heroes of Greek legend are allowed to visit the underworld.,p,2,4,27
16,"The Romans had a similar belief system about the afterlife, with Hades becoming known as Pluto.",p,2,4,27
31,"In the ancient Greek myth about the Labours of Heracles, the hero Heracles had to travel to the underworld to capture Cerberus, the three-headed guard dog, as one of his tasks.",p,2,4,27
32,"In Dream of Scipio, Cicero describes what seems to be an out of body experience, of the soul traveling high above the Earth, looking down at the small planet, from far away.",p,2,4,28
17,"In Book VI of Virgil's Aeneid, the hero, Aeneas, travels to the underworld to see his father.",p,2,4,29
25,"By the River Styx, he sees the souls of those not given a proper burial, forced to wait by the river until someone buries them.",p,2,4,29
79,"While down there, along with the dead, he is shown the place where the wrongly convicted reside, the fields of sorrow where those who committed suicide and now regret it reside, including Aeneas' former lover, the warriors and shades, Tartarus (where the titans and powerful non-mortal enemies of the Olympians reside) where he can hear the groans of the imprisoned, the palace of Pluto, and the fields of Elysium where the descendants of the divine and bravest heroes reside.",p,2,4,29
19,"He sees the river of forgetfulness, Lethe, which the dead must drink to forget their life and begin anew.",p,2,4,29
24,"Lastly, his father shows him all of the future heroes of Rome who will live if Aeneas fulfills his destiny in founding the city.",p,2,4,29
2,Norse religion,h3,2,5,30
33,"The Poetic and Prose Eddas, the oldest sources for information on the Norse concept of the afterlife, vary in their description of the several realms that are described as falling under this topic.",p,2,5,31
4,The most well-known are:,p,2,5,31
2,Abrahamic religions,h2,3,5,32
2,Baháʼí Faith,h3,3,6,33
36,"The teachings of the Baháʼí Faith state that the nature of the afterlife is beyond the understanding of those living, just as an unborn fetus cannot understand the nature of the world outside of the womb.",p,3,6,34
23,The Baháʼí writings state that the soul is immortal and after death it will continue to progress until it finally attains God's presence.,p,3,6,34
39,"In Baháʼí belief, souls in the afterlife will continue to retain their individuality and consciousness and will be able to recognize and communicate spiritually with other souls whom they have made deep profound friendships with, such as their spouses.",p,3,6,34
31,"The Baháʼí scriptures also state there are distinctions between souls in the afterlife, and that souls will recognize the worth of their own deeds and understand the consequences of their actions.",p,3,6,35
30,"It is explained that those souls that have turned toward God will experience gladness, while those who have lived in error will become aware of the opportunities they have lost.",p,3,6,35
35,"Also, in the Baháʼí view, souls will be able to recognize the accomplishments of the souls that have reached the same level as themselves, but not those that have achieved a rank higher than them.",p,3,6,35
1,Christianity,h3,3,7,36
37,"Mainstream Christianity professes belief in the Nicene Creed, and English versions of the Nicene Creed in current use include the phrase: ""We look for the resurrection of the dead, and the life of the world to come.""",p,3,7,37
50,"When questioned by the Sadducees about the resurrection of the dead (in a context relating to who one's spouse would be if one had been married several times in life), Jesus said that marriage will be irrelevant after the resurrection as the resurrected will be like the angels in heaven.",p,3,7,38
52,"Jesus also maintained that the time would come when the dead would hear the voice of the Son of God, and all who were in the tombs would come out, who have done good deeds to the resurrection of life, but those who have done wicked deeds to the resurrection of condemnation.",p,3,7,39
53,"The Book of Enoch describes Sheol as divided into four compartments for four types of the dead: the faithful saints who await resurrection in Paradise, the merely virtuous who await their reward, the wicked who await punishment, and the wicked who have already been punished and will not be resurrected on Judgment Day.",p,3,7,40
17,The Book of Enoch is considered apocryphal by most denominations of Christianity and all denominations of Judaism.,p,3,7,40
31,"The book of 2 Maccabees gives a clear account of the dead awaiting a future resurrection and judgment, plus prayers and offerings for the dead to remove the burden of sin.",p,3,7,41
26,"The author of Luke recounts the story of Lazarus and the rich man, which shows people in Hades awaiting the resurrection either in comfort or torment.",p,3,7,42
31,The author of the Book of Revelation writes about God and the angels versus Satan and demons in an epic battle at the end of times when all souls are judged.,p,3,7,42
12,"There is mention of ghostly bodies of past prophets, and the transfiguration.",p,3,7,42
27,"The non-canonical Acts of Paul and Thecla speak of the efficacy of prayer for the dead, so that they might be ""translated to a state of happiness"".",p,3,7,43
49,"Hippolytus of Rome pictures the underworld (Hades) as a place where the righteous dead, awaiting in the bosom of Abraham their resurrection, rejoice at their future prospect, while the unrighteous are tormented at the sight of the ""lake of unquenchable fire"" into which they are destined to be cast.",p,3,7,44
14,Gregory of Nyssa discusses the long-before believed possibility of purification of souls after death.,p,3,7,45
31,"Pope Gregory I repeats the concept, articulated over a century earlier by Gregory of Nyssa that the saved suffer purification after death, in connection with which he wrote of ""purgatorial flames"".",p,3,7,46
26,"The noun ""purgatorium"" (Latin: place of cleansing ) is used for the first time to describe a state of painful purification of the saved after life.",p,3,7,47
36,"The same word in adjectival form (purgatorius -a -um, cleansing), which appears also in non-religious writing, was already used by Christians such as Augustine of Hippo and Pope Gregory I to refer to an after-death cleansing.",p,3,7,47
13,"During the Age of Enlightenment, theologians and philosophers presented various philosophies and beliefs.",p,3,7,48
36,"A notable example is Emanuel Swedenborg who wrote some 18 theological works which describe in detail the nature of the afterlife according to his claimed spiritual experiences, the most famous of which is Heaven and Hell.",p,3,7,48
107,"His report of life there covers a wide range of topics, such as marriage in heaven (where all angels are married), children in heaven (where they are raised by angel parents), time and space in heaven (there are none), the after-death awakening process in the World of Spirits (a place halfway between Heaven and Hell and where people first wake up after death), the allowance of a free will choice between Heaven or Hell (as opposed to being sent to either one by God), the eternity of Hell (one could leave but would never want to), and that all angels or devils were once people on earth.",p,3,7,48
24,"The ""Spiritual Combat"", a written work by Lorenzo Scupoli, states that four assaults are attempted by the ""evil one"" at the hour of death.",p,3,7,49
24,"The Catholic conception of the afterlife teaches that after the body dies, the soul is judged, the righteous and free of sin enter Heaven.",p,3,7,49
11,"However, those who die in unrepented mortal sin go to hell.",p,3,7,49
26,"In the 1990s, the Catechism of the Catholic Church defined hell not as punishment imposed on the sinner but rather as the sinner's self-exclusion from God.",p,3,7,49
35,"Unlike other Christian groups, the Catholic Church teaches that those who die in a state of grace, but still carry venial sin go to a place called Purgatory where they undergo purification to enter Heaven.",p,3,7,49
39,"Despite popular opinion, Limbo, which was elaborated upon by theologians beginning in the Middle Ages, was never recognized as a dogma of the Catholic Church, yet, at times, it has been a very popular theological theory within the Church.",p,3,7,50
38,"Limbo is a theory that unbaptized but innocent souls, such as those of infants, virtuous individuals who lived before Jesus Christ was born on earth, or those that die before baptism exist in neither Heaven or Hell proper.",p,3,7,50
34,"Therefore, these souls neither merit the beatific vision, nor are subjected to any punishment, because they are not guilty of any personal sin although they have not received baptism, so still bear original sin.",p,3,7,50
21,"So they are generally seen as existing in a state of natural, but not supernatural, happiness, until the end of time.",p,3,7,50
20,In other Christian denominations it has been described as an intermediate place or state of confinement in oblivion and neglect.,p,3,7,51
11,The notion of purgatory is associated particularly with the Catholic Church.,p,3,7,52
60,"In the Catholic Church, all those who die in God's grace and friendship, but still imperfectly purified, are indeed assured of their eternal salvation; but after death they undergo purification, so as to achieve the holiness necessary to enter the joy of heaven or the final purification of the elect, which is entirely different from the punishment of the damned.",p,3,7,52
24,"The tradition of the church, by reference to certain texts of scripture, speaks of a ""cleansing fire"" although it is not always called purgatory.",p,3,7,52
11,Anglicans of the Anglo-Catholic tradition generally also hold to the belief.,p,3,7,53
53,"John Wesley, the founder of Methodism, believed in an intermediate state between death and the resurrection of the dead and in the possibility of ""continuing to grow in holiness there"", but Methodism does not officially affirm this belief and denies the possibility of helping by prayer any who may be in that state.",p,3,7,53
22,"The Orthodox Church is intentionally reticent on the afterlife, as it acknowledges the mystery especially of things that have not yet occurred.",p,3,7,54
32,"Beyond the second coming of Jesus, bodily resurrection, and final judgment, all of which is affirmed in the Nicene Creed (325 CE), Orthodoxy does not teach much else in any definitive manner.",p,3,7,54
39,"Unlike Western forms of Christianity, however, Orthodoxy is traditionally non-dualist and does not teach that there are two separate literal locations of heaven and hell, but instead acknowledges that ""the 'location' of one's final destiny—heaven or hell—as being figurative.""",p,3,7,54
44,"Instead, Orthodoxy teaches that the final judgment is simply one's uniform encounter with divine love and mercy, but this encounter is experienced multifariously depending on the extent to which one has been transformed, partaken of divinity, and is therefore compatible or incompatible with God.",p,3,7,55
42,"""The monadic, immutable, and ceaseless object of eschatological encounter is therefore the love and mercy of God, his glory which infuses the heavenly temple, and it is the subjective human reaction which engenders multiplicity or any division of experience."" For instance, St.",p,3,7,55
18,"Isaac the Syrian observes that ""those who are punished in Gehenna, are scourged by the scourge of love.",p,3,7,55
1,...,p,3,7,55
12,The power of love works in two ways: it torments sinners ...,p,3,7,55
2,bitter regret.,p,3,7,55
48,"But love inebriates the souls of the sons of Heaven by its delectability."" In this sense, the divine action is always, immutably, and uniformly love and if one experiences this love negatively, the experience is then one of self-condemnation because of free will rather than condemnation by God.",p,3,7,55
41,"Orthodoxy therefore uses the description of Jesus' judgment in John 3:19–21 as their model: ""19 And this is the judgment: the light has come into the world, and people loved the darkness rather than the light because their works were evil.",p,3,7,56
23,"20 For everyone who does wicked things hates the light and does not come to the light, lest his works should be exposed.",p,3,7,56
34,"21 But whoever does what is true comes to the light, so that it may be clearly seen that his works have been carried out in God."" As a characteristically Orthodox understanding, then, Fr.",p,3,7,56
20,"Thomas Hopko writes, ""[I]t is precisely the presence of God's mercy and love which cause the torment of the wicked.",p,3,7,56
6,God does not punish; he forgives...,p,3,7,56
1,.,p,3,7,56
14,"In a word, God has mercy on all, whether all like it or not.",p,3,7,56
14,"If we like it, it is paradise; if we do not, it is hell.",p,3,7,56
7,Every knee will bend before the Lord.,p,3,7,56
6,Everything will be subject to Him.,p,3,7,56
16,"God in Christ will indeed be ""all and in all,"" with boundless mercy and unconditional pardon.",p,3,7,56
24,"But not all will rejoice in God's gift of forgiveness, and that choice will be judgment, the self-inflicted source of their sorrow and pain.""",p,3,7,56
17,"Moreover, Orthodoxy includes a prevalent tradition of apokatastasis, or the restoration of all things in the end.",p,3,7,57
20,"This has been taught most notably by Origen, but also many other Church fathers and Saints, including Gregory of Nyssa.",p,3,7,57
35,"The Second Council of Constantinople (553 CE) affirmed the orthodoxy of Gregory of Nyssa while simultaneously condemning Origen's brand of universalism because it taught the restoration back to our pre-existent state, which Orthodoxy doesn't teach.",p,3,7,57
20,"It is also a teaching of such eminent Orthodox theologians as Olivier Clément, Metropolitan Kallistos Ware, and Bishop Hilarion Alfeyev.",p,3,7,57
26,"Although apokatastasis is not a dogma of the church but instead a theologoumenon, it is no less a teaching of the Orthodox Church than its rejection.",p,3,7,57
2,As Met.,p,3,7,57
41,"Kallistos Ware explains, ""It is heretical to say that all must be saved, for this is to deny free will; but, it is legitimate to hope that all may be saved,"" as insisting on torment without end also denies free will.",p,3,7,57
2,Joseph F.,p,3,7,58
17,Smith of The Church of Jesus Christ of Latter-day Saints presents an elaborate vision of the afterlife.,p,3,7,58
35,"It is revealed as the scene of an extensive missionary effort by righteous spirits in paradise to redeem those still in darkness—a spirit prison or ""hell"" where the spirits of the dead remain until judgment.",p,3,7,58
10,It is divided into two parts: Spirit Prison and Paradise.,p,3,7,58
15,Together these are also known as the Spirit World (also Abraham's Bosom; see Luke 16:19–25).,p,3,7,58
23,They believe that Christ visited spirit prison (1 Peter 3:18–20) and opened the gate for those who repent to cross over to Paradise.,p,3,7,58
27,This is similar to the Harrowing of Hell doctrine of some mainstream Christian faiths.[citation needed] Both Spirit Prison and Paradise are temporary according to Latter-day Saint beliefs.,p,3,7,58
23,"After the resurrection, spirits are assigned ""permanently"" to three degrees of heavenly glory, determined by how they lived – Celestial, Terrestrial, and Telestial.",p,3,7,58
44,"(1 Cor 15:44–42; Doctrine and Covenants, Section 76) Sons of Perdition, or those who have known and seen God and deny it, will be sent to the realm of Satan, which is called Outer Darkness, where they shall live in misery and agony forever.",p,3,7,58
26,"However, according to Mormon faith, since most persons lack the amount of knowledge to commit the Eternal sin, they are incapable of becoming sons of perdition.",p,3,7,58
18,The Celestial Kingdom is believed to be a place where the righteous can live eternally with their families.,p,3,7,59
15,"Progression does not end once one has entered the Celestial Kingdom, but it extends eternally.",p,3,7,59
58,"According to ""True to the Faith"" (a handbook on doctrines in the LDS faith), ""The celestial kingdom is the place prepared for those who have ""received the testimony of Jesus"" and been ""made perfect through Jesus the mediator of the new covenant, who wrought out this perfect atonement through the shedding of his own blood"" (D&C 76:51, 69).",p,3,7,59
19,"To inherit this gift, we must receive the ordinances of salvation, keep the commandments, and repent of our sins.""",p,3,7,59
28,"Jehovah's Witnesses occasionally use terms such as ""afterlife"" to refer to any hope for the dead, but they understand Ecclesiastes 9:5 to preclude belief in an immortal soul.",p,3,7,60
23,"Individuals judged by God to be wicked, such as in the Great Flood or at Armageddon, are given no hope of an afterlife.",p,3,7,60
22,"However, they believe that after Armageddon there will be a bodily resurrection of ""both righteous and unrighteous"" dead (but not the ""wicked"").",p,3,7,60
17,Survivors of Armageddon and those who are resurrected are then to gradually restore earth to a paradise.,p,3,7,60
10,"After Armageddon, unrepentant sinners are punished with eternal death (non-existence).",p,3,7,60
13,The Seventh-day Adventist Church's beliefs regarding the afterlife differ from other Christian churches.,p,3,7,61
22,"Rather than ascend to Heaven or descend to Hell, Adventists believe the dead ""remain unconscious until the return of Christ in judgement"".",p,3,7,61
18,The concept that the dead remain dead until resurrection is one of the fundamental believes of Seventh-day Adventist.,p,3,7,61
10,Adventists believe that death is an unconscious state (a “sleep”).,p,3,7,61
5,This is based on Matt.,p,3,7,61
7,9:24; Mark 5:39; John 11:11-14; 1 Cor.,p,3,7,61
4,"15:51, 52; 1 Thess.",p,3,7,61
5,4:13-17; 2 Peter 3:4; Eccl.,p,3,7,61
3,"9:5, 6, 10.",p,3,7,61
5,"At death, all consciousness ends.",p,3,7,61
12,The dead person does not know anything and does not do anything.,p,3,7,61
9,"They believe that death is creation, only in reverse.",p,3,7,61
2,Ecclesiastes 12:7.,p,3,7,61
20,"When a person dies, the body turns to dust again, and the spirit goes back to God, who gave it.",p,3,7,61
14,The spirit of every person who dies—whether saved or unsaved—returns to God at death.,p,3,7,61
13,The spirit that returns to God at death is the breath of life.,p,3,7,61
1,Islam,h3,3,8,62
13,The Islamic belief in the afterlife as stated in the Quran is descriptive.,p,3,8,63
11,The Arabic word for Paradise is Jannah and Hell is Jahannam.,p,3,8,63
32,Their level of comfort while in the grave (according to some commentators) depends wholly on their level of iman or faith in the one almighty creator or supreme being (God or Allah).,p,3,8,63
47,"In order for one to achieve proper, firm and healthy iman one must practice righteous deeds or else his level of iman chokes and shrinks and eventually can wither away if one does not practice Islam long enough, hence the depth of practicing Islam is good deeds.",p,3,8,63
49,"One may also acquire tasbih and recite the names of Allah in such manner as Subahann Allah or ""Glory be to Allah"" over and over again to acquire good deeds, all for the cause to reach absolute beliefe to elevate the spiritual entity that will find its creator (source).",p,3,8,63
73,"This ultimate goal is recited in one of the most prominent verses in Quraan, the first Sura in the Quraan, named Alfateha in the 5th verse ""Ehdina al serata al mostaqeem"" meaning ""guide us to the straight path"", and the following verses follows describing this path as ""The way of those on whom you have bestowed your grace, not the way of those who earned your anger, nor of those who went astray"".",p,3,8,63
34,"In the Quran, Allah gives warning about grievous punishment to those who do not believe in the afterlife (Akhirah), and admonishes mankind that Hell is prepared for those who deny the meeting with god.",p,3,8,64
33,"Islam teaches that the purpose of Man's entire creation is to worship God alone, which includes being kind to other human beings and life, including animals, and to trees, by not oppressing them.",p,3,8,65
36,"Islam teaches that the life we live on Earth is nothing but a test for us and to determine each individual's ultimate abode, be it Hell or Paradise in the afterlife, which is eternal and everlasting.",p,3,8,65
7,Jannah and Jahannam both have different levels.,p,3,8,66
7,Jannah has eight gates and eight levels.,p,3,8,66
13,The higher the level the better it is and the happier you are.,p,3,8,66
6,Jahannam possess 7 deep terrible layers.,p,3,8,66
8,The lower the layer the worse it is.,p,3,8,66
22,"Individuals will arrive at both everlasting places during Judgment Day, which commences after the Angel Israfil blows the trumpet the second time.",p,3,8,66
15,Islam teaches the continued existence of the soul and a transformed physical existence after death.,p,3,8,66
27,Muslims believe there will be a day of judgment when all humans will be judged by God and assigned between the eternal destinations of Paradise and Hell.,p,3,8,66
34,"In the 20th century, discussions about the afterlife address the interconnection between human action and divine judgment, the need for moral rectitude, and the eternal consequences of human action in this life and world.",p,3,8,67
33,"A central doctrine of the Quran is the Last Day, on which the world will come to an end and God will raise all people and jinn from the dead to be judged.",p,3,8,68
29,"The Last Day is also called the Day of Standing Up, Day of Separation, Day of Reckoning, Day of Awakening, Day of Judgment, The Encompassing Day or The Hour.",p,3,8,68
14,"Until the Day of Judgment, deceased souls remain in their graves awaiting the resurrection.",p,3,8,69
13,"However, they begin to feel immediately a taste of their destiny to come.",p,3,8,69
21,"Those bound for hell will suffer in their graves, while those bound for heaven will be in peace until that time.",p,3,8,69
46,"The resurrection that will take place on the Last Day is physical, and is explained by suggesting that God will re-create the decayed body (17:100: ""Could they not see that God who created the heavens and the earth is able to create the like of them?"").",p,3,8,70
17,"On the Last Day, resurrected humans and jinn will be judged by God according to their deeds.",p,3,8,71
13,One's eternal destination depends on balance of good to bad deeds in life.,p,3,8,71
28,"They are either granted admission to Paradise, where they will enjoy spiritual and physical pleasures forever, or condemned to Hell to suffer spiritual and physical torment for eternity.",p,3,8,71
29,The day of judgment is described as passing over Hell on a narrow bridge (as thin as human hair and sharper than a razor) in order to enter Paradise.,p,3,8,71
12,"Those who fall, weighted by their bad deeds, will go to Hell.",p,3,8,71
31,"In Islam, Believers are those who believed in oneness of God and did not associate any partners with him or did not give the attributes of God to any other entity.",p,3,8,72
28,"It is an established belief that if a believer goes to hell for his sins being greater than his good deeds, he will not remain in hell forever.",p,3,8,72
16,"When punishment for his sins will be over, God will forgive him and grant him heaven.",p,3,8,72
23,"Quran 4:48 says ""Indeed, Allah does not forgive association with Him, but He forgives what is less than that for whom He wills.",p,3,8,73
13,"And he who associates others with Allah has certainly fabricated a tremendous sin"".",p,3,8,73
13,Ahmadi believe that the afterlife is not material but of a spiritual nature.,p,3,8,74
52,"According to Mirza Ghulam Ahmad, the founder of Ahmadiyya religion, the soul will give birth to another rarer entity and will resemble the life on this earth in the sense that this entity will bear a similar relationship to the soul as the soul bears relationship with the human existence on earth.",p,3,8,74
31,"On earth, if a person leads a righteous life and submits to the will of God, his or her tastes become attuned to enjoying spiritual pleasures as opposed to carnal desires.",p,3,8,74
9,"With this, an ""embryonic soul"" begins to take shape.",p,3,8,74
17,Different tastes are said to be born which a person given to carnal passions finds no enjoyment.,p,3,8,74
19,"For example, sacrifice of one's own rights over that of others becomes enjoyable, or that forgiveness becomes second nature.",p,3,8,74
35,"In such a state a person finds contentment and peace at heart and at this stage, according to Ahmadiyya beliefs, it can be said that a soul within the soul has begun to take shape.",p,3,8,74
36,"The Sufi scholar Ibn 'Arabi defined Barzakh as the intermediate realm or ""isthmus."" It is between the world of corporeal bodies and the world of spirits, and is a means of contact between the two worlds.",p,3,8,75
16,"Without it, there would be no contact between the two and both would cease to exist.",p,3,8,75
29,"He described it as simple and luminous, like the world of spirits, but also able to take on many different forms just like the world of corporeal bodies can.",p,3,8,75
10,"In broader terms Barzakh, ""is anything that separates two things"".",p,3,8,75
17,It has been called the dream world in which the dreamer is in both life and death.,p,3,8,75
1,Judaism,h3,3,9,76
12,"Sheol, in the Hebrew Bible, is a place of darkness (Job x.",p,3,9,77
23,"21, 22) to which all the dead go, both the righteous and the unrighteous, regardless of the moral choices made in life, (Gen.",p,3,9,77
1,xxxvii.,p,3,9,77
2,36; Ezek.,p,3,9,77
2,xxxii.; Isa.,p,3,9,77
3,xiv.; Job xxx.,p,3,9,77
6,"23), a place of stillness, (Ps.",p,3,9,77
1,lxxxviii.,p,3,9,77
2,"13, xciv.",p,3,9,77
2,17; Eccl.,p,3,9,77
1,ix.,p,3,9,77
10,"10), at the longest possible distance from heaven, (Job xi.",p,3,9,77
3,8; Amos ix.,p,3,9,77
2,2; Ps.,p,3,9,77
1,cxxxix.,p,3,9,77
1,8).,p,3,9,77
