nword,data,tag,section,subsection,paragraph
22,"Baʿal was usually said to be the son of Dagan, but appears as one of the sons of El in Ugaritic sources.",p,2,4,17
19,"Both Baʿal and El were associated with the bull in Ugaritic texts, as it symbolized both strength and fertility.",p,2,4,17
10,The virgin goddess ʿAnat is his older sister and wife.,p,2,4,17
24,"She is sometimes mentioned bearing his child.[citation needed] He held special enmity against snakes, both on their own and as representatives of Yammu (lit.",p,2,4,17
8,"""Sea""), the Canaanite sea god and river god.",p,2,4,17
30,"He fought the Tannin (Tunnanu), the ""Twisted Serpent"" (Bṭn ʿqltn), ""Lotan the Fugitive Serpent"" (Ltn Bṭn Brḥ, the biblical Leviathan), and the ""Mighty One with Seven Heads"" (Šlyṭ D.šbʿt Rašm).",p,2,4,17
25,Baʿal's conflict with Yammu is now generally regarded as the prototype of the vision recorded in the 7th chapter of the biblical Book of Daniel.,p,2,4,17
21,"As vanquisher of the sea, Baʿal was regarded by the Canaanites and Phoenicians as the patron of sailors and sea-going merchants.",p,2,4,17
33,"As vanquisher of Mot, the Canaanite death god, he was known as Baʿal Rāpiʾuma (Bʿl Rpu) and regarded as the leader of the Rephaim (Rpum), the ancestral spirits, particularly those of ruling dynasties.",p,2,4,17
28,"From Canaan, worship of Baʿal spread to Egypt by the Middle Kingdom and throughout the Mediterranean following the waves of Phoenician colonization in the early 1st millennium BCE.",p,2,4,18
21,"He was described with diverse epithets and, before Ugarit was rediscovered, it was supposed that these referred to distinct local gods.",p,2,4,18
34,"However, as explained by Day, the texts at Ugarit revealed that they were considered ""local manifestations of this particular deity, analogous to the local manifestations of the Virgin Mary in the Roman Catholic Church"".",p,2,4,18
44,"In those inscriptions, he is frequently described as ""Victorious Baʿal"" (Aliyn or ẢlỈyn Baʿal), ""Mightiest one"" (Aliy or ʿAly) or ""Mightiest of the Heroes"" (Aliy Qrdm), ""The Powerful One"" (Dmrn), and in his role as patron of the city ""Baʿal of Ugarit"" (Baʿal Ugarit).",p,2,4,18
23,"As Baʿal Zaphon (Baʿal Ṣapunu), he was particularly associated with his palace atop Jebel Aqra (the ancient Mount Ṣapānu and classical Mons Casius).",p,2,4,18
16,"He is also mentioned as ""Winged Baʿal"" (Bʿl Knp) and ""Baʿal of the Arrows"" (Bʿl Ḥẓ).",p,2,4,18
38,"Phoenician and Aramaic inscriptions describe Bʿl Krntryš, ""Baʿal of the Lebanon"" (Bʿl Lbnn), ""Baʿal of Sidon"" (Bʿl Ṣdn), Bʿl Ṣmd, ""Baʿal of the Heavens"" (Baʿal Shamem or Shamayin), Baʿal ʾAddir (Bʿl ʾdr), Baʿal Hammon (Baʿal Ḥamon), Bʿl Mgnm.",p,2,4,18
2,Baʿal Hammon,h3,2,5,19
14,Baʿal Hammon was worshipped in the Tyrian colony of Carthage as their supreme god.,p,2,5,20
27,It is believed that this position developed in the 5th century BCE following the severing of its ties to Tyre following the 480 BCE Battle of Himera.,p,2,5,20
8,"Like Hadad, Baʿal Hammon was a fertility god.",p,2,5,20
27,"Inscriptions about Punic deities tend to be rather uninformative, though, and he has been variously identified as a moon god[citation needed] and as Dagan, the grain god.",p,2,5,20
16,"Rather than the bull, Baʿal Hammon was associated with the ram and depicted with his horns.",p,2,5,20
22,The archaeological record seems to bear out accusations in Roman sources that the Carthaginians burned their children as human sacrifices to him.,p,2,5,20
27,"He was worshipped as Baʿal Karnaim (""Lord of the Two Horns""), particularly at an open-air sanctuary at Jebel Bu Kornein (""Two-Horn Hill"") across the bay from Carthage.",p,2,5,20
6,His consort was the goddess Tanit.,p,2,5,20
5,The epithet Hammon is obscure.,p,2,5,21
20,"Most often, it is connected with the NW Semitic ḥammān (""brazier"") and associated with a role as a sun god.",p,2,5,21
41,"Renan and Gibson linked it to Hammon (modern Umm el-‘Amed between Tyre in Lebanon and Acre in Israel) and Cross and Lipiński to Haman or Khamōn, the classical Mount Amanus and modern Nur Mountains, which separate northern Syria from southeastern Cilicia.",p,2,5,21
1,Judaism,h2,3,5,22
15,Baʿal (בַּעַל) appears about 90 times in the Hebrew Bible in reference to various gods.,p,3,5,23
18,"The priests of the Canaanite Baʿal are mentioned numerous times, most prominently in the First Book of Kings.",p,3,5,23
28,"Many scholars believe that this describes Jezebel's attempt to introduce the worship of the Baʿal of Tyre, Melqart, to the Israelite capital Samaria in the 9th century BCE.",p,3,5,23
31,"Against this, Day argues that Jezebel's Baʿal was more probably Baʿal Shamem, the Lord of the Heavens, a title most often applied to Hadad, who is also often titled just Ba‘al.",p,3,5,23
16,1 Kings 18 records an account of a contest between the prophet Elijah and Jezebel's priests.,p,3,5,24
33,"Both sides offered a sacrifice to their respective gods: Ba'al failed to light his followers' sacrifice while Yahweh's heavenly fire burnt Elijah's altar to ashes, even after it had been soaked with water.",p,3,5,24
24,"The observers then followed Elijah's instructions to slay the priests of Baʿal, after which it began to rain, showing Yahweh's mastery over the weather.",p,3,5,24
24,Other references to the priests of Baʿal describe their burning of incense in prayer and their offering of sacrifice while adorned in special vestments.,p,3,5,25
1,Yahweh,h3,3,6,26
28,"The title baʿal was a synonym in some contexts of the Hebrew adon (""Lord"") and adonai (""My Lord"") still used as aliases of the Lord of Israel Yahweh.",p,3,6,27
36,"According to some scholars, the early Hebrews did use the names Baʿal (""Lord"") and Baʿali (""My Lord"") in reference to the Lord of Israel, just as Baʿal farther north designated the Lord of Ugarit or Lebanon.",p,3,6,27
14,This occurred both directly and as the divine element of some Hebrew theophoric names.,p,3,6,27
21,"However, according to others it is not certain that the name Baal was definitely applied to Yahweh in early Israelite history.",p,3,6,27
20,"The component Baal in proper names is mostly applied to worshippers of Baal, or descendants of the worshippers of Baal.",p,3,6,27
19,"Names including the element Baʿal presumably in reference to Yahweh include the judge Gideon (also known as Jerubaʿal, lit.",p,3,6,27
17,"""The Lord Strives""), Saul's son Eshbaʿal (""The Lord is Great""), and David's son Beeliada (""The Lord Knows"").",p,3,6,27
13,"The name Bealiah (""The Lord is Jah""; ""Yahweh is Baʿal"") combined the two.",p,3,6,27
46,"However John Day states that as far as the names Eshba’al, Meriba’al, and Beeliada (that is Baaliada), are concerned it is not certain whether they simply allude to the Canaanite god Ba’al, or are intended to equate Yahweh with Ba’al, or have no connection to Ba’al.",p,3,6,27
39,"It was the program of Jezebel, in the 9th century BCE, to introduce into Israel's capital city of Samaria her Phoenician worship of Baal as opposed to the worship of Yahweh that made the name anathema to the Israelites.",p,3,6,28
51,"At first the name Baal was used by the Jews for their God without discrimination, but as the struggle between the two religions developed, the name Baal was given up by the Israelites as a thing of shame, and even names like Jerubbaal were changed to Jerubbosheth: Hebrew bosheth means ""shame"".",p,3,6,29
13,"Eshbaʿal became Ish-bosheth[citation needed] and Meribaʿal became Mephibosheth, but other possibilities also occurred.",p,3,6,30
29,"Beeliada is mentioned renamed as Eliada[citation needed] and Gideon's name Jerubaʿal was mentioned intact but glossed as a mockery of the Canaanite god, implying that he strove in vain.",p,3,6,30
23,"Direct use of Baʿali continued at least as late as the time of the prophet Hosea, who reproached the Israelites for doing so.",p,3,6,30
2,Brad E.,p,3,6,31
38,"Kelle has suggested that references to cultic sexual practices in the worship of Baal, in Hosea 2, are evidence of an historical situation in which Israelites were either giving up Yahweh worship for Baal, or blending the two.",p,3,6,31
10,"Hosea's references to sexual acts being metaphors for Israelite ""apostasy"".",p,3,6,31
2,Baʿal Berith,h3,3,7,32
27,"Baʿal Berith (""Lord of the Covenant"") was a god worshipped by the Israelites when they ""went astray"" after the death of Gideon according to the Hebrew Scriptures.",p,3,7,33
38,"The same source relates that Gideon's son Abimelech went to his mother's kin at Shechem and received 70 shekels of silver ""from the House of Baʿal Berith"" to assist in killing his 70 brothers from Gideon's other wives.",p,3,7,33
39,"An earlier passage had made Shechem the scene of Joshua's covenant between all the tribes of Israel and ""El Yahweh, our god of Israel"" and a later one describes it as the location of the ""House of El Berith"".",p,3,7,33
45,"It is thus unclear whether the false worship of the ""Baʿalim"" being decried is the worship of a new idol or the continued worship of Yahweh, but by means of rites and teachings taking him to be a mere local god within a larger pantheon.",p,3,7,33
19,The Hebrew Scriptures record the worship of Baʿal threatening Israel from the time of the Judges until the monarchy.,p,3,7,33
19,The Deuteronomist and the present form of Jeremiah seem to phrase the struggle as monolatry or monotheism against polytheism.,p,3,7,33
25,"Yahweh is frequently identified in the Hebrew scriptures with El Elyon, however, this was after a conflation with El in a process of religious syncretism.",p,3,7,33
49,"’El (Hebrew: אל‎) became a generic term meaning ""god"", as opposed to the name of a worshipped deity, and epithets such as El Shaddai came to be applied to Yahweh alone, while Baal's nature as a storm and weather god became assimilated into Yahweh's own identification with the storm.",p,3,7,33
47,"In the next stage the Yahwistic religion separated itself from its Canaanite heritage, first by rejecting Baal-worship in the 9th century, then through the 8th to 6th centuries with prophetic condemnation of Baal, sun-worship, worship on the ""high places"", practices pertaining to the dead, and other matters.",p,3,7,33
1,Beelzebub,h3,3,8,34
6,"Baʿal Zebub (Hebrew: בעל זבוב‎, lit.",p,3,8,35
22,"""Fly Lord"") occurs in the first chapter of the Second Book of Kings as the name of the Philistine god of Ekron.",p,3,8,35
28,"In it, Ahaziah, king of Israel, is said to have consulted the priests of Baʿal Zebub as to whether he would survive the injuries from his recent fall.",p,3,8,35
27,"The prophet Elijah, incensed at this impiety, then foretold that he would die quickly, raining heavenly fire on the soldiers sent to punish him for doing so.",p,3,8,35
45,"Jewish scholars have interpreted the title of ""Lord of the Flies"" as the Hebrew way of calling Baʿal a pile of dung and his followers vermin, although others argue for a link to power over causing and curing pestilence and thus suitable for Ahaziah's question.",p,3,8,35
17,"The Septuagint renders the name as Baälzeboúb (βααλζεβούβ) and as ""Baʿal of Flies"" (βααλ μυιαν, Baäl muian).",p,3,8,35
13,"Symmachus the Ebionite rendered it as Beëlzeboúl (Βεελζεβούλ), possibly reflecting its original sense.",p,3,8,35
20,"This has been proposed to have been B‘l Zbl, Ugaritic for ""Lord of the Home"" or ""Lord of the Heavens"".",p,3,8,35
2,Classical sources,h2,4,8,36
22,"Outside of Jewish and Christian contexts, the various forms of Baʿal were indifferently rendered in classical sources as Belus (Greek: Βῆλος, Bē̂los).",p,4,8,37
28,"An example is Josephus, who states that Jezebel ""built a temple to the god of the Tyrians, which they call Belus""; this describes the Baʿal of Tyre, Melqart.",p,4,8,37
29,"In the interpretatio graeca, Baʿal was usually associated with Jupiter Belus but sometimes connected with Hercules.[citation needed] Herrmann identifies the Demarus or Demarous mentioned by Philo Byblius as Baʿal.",p,4,8,37
17,"Baʿal Hammon, however, was identified with the Greek Cronos and the Roman Saturn (as the ""African Saturn"").",p,4,8,38
14,"He was probably never equated with Melqart, although this assertion appears in older scholarship.",p,4,8,38
1,Christianity,h2,5,8,39
20,"Beelzebub or Beelzebul was identified by the writers of the New Testament as Satan, ""prince"" (i.e., king) of the demons.",p,5,8,40
37,"John Milton's 1667 epic Paradise Lost describes the fallen angels collecting around Satan, stating that, though their heavenly names had been ""blotted out and ras'd"", they would acquire new ones ""wandring ore the Earth"" as false gods.",p,5,8,41
35,"Baalim and Ashtaroth are given as the collective names of the male and female demons (respectively) who came from between the ""bordering flood of old Euphrates"" and ""the Brook that parts Egypt from Syrian ground"".",p,5,8,41
21,Baal and derived epithets like Baalist were used as slurs during the English Reformation for the saints and their devotees.[citation needed],p,5,8,42
1,Islam,h2,6,8,43
13,The Quran mentions that Prophet Elias (Elijah) warned his people against Baʿal worship.,p,6,8,44
16,"Indeed, Elias was among the messengers; when he said to his people: ""Will you not fear!",p,6,8,45
52,"Do you call upon Ba'l and leave the best of creators, Allah, your Lord and the Lord of your first forefathers?"" And they denied him, so indeed, they will be brought [for punishment], except the chosen God's servants, the sincere; We left for him to the later generations: Peace be upon Elyaseen.",p,6,8,45
