prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
	TM 5-1940-328-10	TM 5-1940-328-10	10.0	1	-1	55	3	40.29118276718239	4.492210619377368	53.822462486915335	5.902800897155146	0	0	-82.8	27	20	0	0	0	0		0	
	a	a	10.0	1	-1	56	3	46.60392830403646	93.94927361998896	47.51267396375868	95.35986389776673	0	0	88.0	27	20	0	0	0	0		0	
	WARNING SUMMARY - Continued	WARNING SUMMARY - Continued	14.0	1	-1	57	4	28.570589053085428	8.72590806749132	65.54896535437092	10.700734456380209	0	0	-86.6	28	20	0	0	0	0		0	
	GENERAL SAFETY WARNING DESCRIPTIONS - Continued	GENERAL SAFETY WARNING DESCRIPTIONS - Continued	10.0	1	-1	58	4	5.8826795590469265	14.277564154730904	51.45266663794424	15.688154432508682	0	0	3.6	29	20	0	0	0	0		0	
	WARNING	WARNING	12.0	1	-1	59	4	42.26666618795956	17.088857323232325	51.85065175972733	18.781565656565657	0	0	1.4	30	20	0	0	0	0		0	
•	Do not service any part of the propeller while the outboard engine is running.	Do not service any part of the propeller while the outboard engine is running.	10.0	1	1	60	4	15.301959966522416	20.21190758907434	75.30983320248673	21.622497866852115	0	0	1.4	31	21	2	0	0	0		0	
	Always shift the outboard engine to NEUTRAL position, turn the key switch OFF.	Always shift the outboard engine to NEUTRAL position, turn the key switch OFF.	10.0	0	-1	61	4	19.99967238482307	21.66392779109454	78.21180056902318	23.07451806887232	0	0	0.0	31	21	2	0	0	0		0	
•	Ensure the outboard engine and prop area are clear of people and objects before	Ensure the outboard engine and prop area are clear of people and objects before	10.0	1	1	62	4	15.301959966522416	23.747261124427872	78.67636088452308	25.15785140220565	0	0	0.7	32	21	2	0	0	0		0	
	starting or operating outboard engine.	starting or operating outboard engine. Blades can be sharp and the propeller can	10.0	0	-1	63	4	19.99967238482307	25.199281326448077	78.40186225043404	26.609871604225855	0	0	0.0	32	21	2	0	0	0		0	
	continue to turn even after outboard engine is OFF.	continue to turn even after outboard engine is OFF. Moving parts of the equipment	10.0	0	-1	64	4	19.99967238482307	26.651301528468277	79.48956458397161	28.061891806246056	0	0	0.0	32	21	2	0	0	0		0	
	can cause serious injury to personnel.	can cause serious injury to personnel.	10.0	0	-1	65	4	19.99967238482307	28.10332173048848	47.42586223128574	29.513912008266256	0	0	0.0	32	21	2	0	0	0		0	
•	Failure to follow these warnings may result in injury or death to personnel	Failure to follow these warnings may result in injury or death to personnel	10.0	1	1	66	4	15.301959966522416	30.186655063821814	72.85286398494945	31.597245341599592	0	0	0.7	33	21	2	0	0	0		0	
	WARNING	WARNING	12.0	1	-1	67	4	42.266337076822914	32.99794823232323	51.850322648590684	34.69065656565657	0	0	1.4	34	22	0	0	0	0		0	
	To avoid pinch points between boat and trailer use of appropriate personal protective	To avoid pinch points between boat and trailer use of appropriate personal protective	10.0	0	-1	68	4	14.116990332509957	35.36342274058949	75.42276320114634	36.77401301836727	0	0	0.7	35	23	1	0	0	0		0	
	equipment such as gloves when handling the winch hook is required.	equipment such as gloves when handling the winch hook is required. Keep all body parts	10.0	0	-1	69	4	14.116990332509957	36.81544294260969	78.32775240630106	38.22603322038747	0	0	0.0	35	23	1	0	0	0		0	
	clear of contact points between boat and trailer winch, failure to comply may result in injury	clear of contact points between boat and trailer winch, failure to comply may result in injury	10.0	0	-1	70	4	14.116990332509957	38.26746314462989	79.5025794334661	39.67805342240767	0	0	0.0	35	23	1	0	0	0		0	
	to personnel.	to personnel.	10.0	0	-1	71	4	14.116990332509957	39.719483346650094	23.562791612413196	41.13007362442787	0	0	0.0	35	23	1	0	0	0		0	
	WARNING	WARNING	12.0	1	-1	72	4	42.26699031256383	42.530776515151516	51.850975884331596	44.22348484848485	0	0	1.4	36	24	0	0	0	0		0	
	To prevent falls from the sides, rear, or top of the boat, personnel should always maintain	To prevent falls from the sides, rear, or top of the boat, personnel should always maintain	10.0	0	-1	73	4	14.117643568250868	44.896251023417776	78.50839452805862	46.306841301195554	0	0	0.7	37	25	1	0	0	0		0	
	three points of contact (for example two feet and one hand) when climbing in, out, and on	three points of contact (for example two feet and one hand) when climbing in, out, and on	10.0	0	-1	74	4	14.117643568250868	46.348271225437976	78.51329628938164	47.758861503215755	0	0	0.0	37	25	1	0	0	0		0	
	the boat.	the boat. Failure to comply may result in injury to personnel.	10.0	0	-1	75	4	14.117643568250868	47.80029142745818	57.34447903103299	49.210881705235956	0	0	0.0	37	25	1	0	0	0		0	
	WARNING	WARNING	12.0	1	-1	76	4	42.266337076822914	50.6115845959596	51.850322648590684	52.304292929292934	0	0	1.4	38	26	0	0	0	0		0	
	Always use the emergency stop lanyard when operating the engines to prevent runaway	Always use the emergency stop lanyard when operating the engines to prevent runaway	10.0	0	-1	77	4	14.116990332509957	52.97705910422586	77.8734992532169	54.38764938200363	0	0	0.7	39	27	1	0	0	0		0	
	boat.	boat. Keep emergency stop lanyard free from obstructions and entanglements. Failure to	10.0	0	-1	78	4	14.116990332509957	54.42907930624606	78.23648889080371	55.83966958402384	0	0	0.0	39	27	1	0	0	0		0	
	comply may result in damage to equipment or injury to personnel.	comply may result in damage to equipment or injury to personnel.	10.0	0	-1	79	4	14.116990332509957	55.88109950826626	61.430423711639605	57.29168978604404	0	0	0.0	39	27	1	0	0	0		0	
	EXPLANATION OF HAZARDOUS MATERIAL ICONS	EXPLANATION OF HAZARDOUS MATERIAL ICONS	10.0	1	-1	80	4	5.88169596553628	58.848271225437976	45.73298934238409	60.258861503215755	0	0	1.6	40	28	0	0	0	0		0	
	<img0001>	<img0001>	-1.0	-1	-1	81	4	6.336326848447713	62.342179423630846	12.220068538890166	66.8887051669034	0	1	2.1	41	28	0	0	0	0		0	
	CHEMICAL	CHEMICAL - drops of liquid on hand shows that the material will cause burns or irritation to human skin	10.0	1	-1	82	4	13.327614778007558	63.243973857224596	88.06312910092423	64.65456413500237	0	0	-3.6	42	29	1	0	0	0		0	
	or tissue.	or tissue.	10.0	0	-1	83	4	13.327614778007558	64.6959940592448	19.956424189548866	66.10658433702257	0	0	0.0	42	29	1	0	0	0		0	
	<img0002>	<img0002>	-1.0	-1	-1	84	4	6.336326848447713	67.72444753935844	12.218679789624183	72.26990208481298	0	1	1.6	43	30	0	0	0	0		0	
	EXPLOSION	EXPLOSION - rapidly expanding symbol shows that the material may explode if subjected to high	10.0	1	-1	85	4	13.326307059892642	68.625663988518	83.79712073631536	70.03625426629577	0	0	-3.6	44	31	1	0	0	0		0	
	temperatures, sources of ignition or high pressure.	temperatures, sources of ignition or high pressure.	10.0	0	-1	86	4	13.326308306525736	70.07768419053819	49.74268994300194	71.48827446831598	0	0	0.0	44	31	1	0	0	0		0	
	<img0003>	<img0003>	-1.0	-1	-1	87	4	6.336326848447713	73.10565216372711	12.218679789624183	77.65110670918166	0	1	1.6	45	32	0	0	0	0		0	
	FIRE	FIRE - flame shows that a material may ignite and cause burns.	10.0	1	-1	88	4	13.326307059892642	74.73286330097854	59.27699967926624	76.14345357875632	0	0	-2.9	46	32	0	0	0	0		0	
	<img0004>	<img0004>	-1.0	-1	-1	89	4	6.336326848447713	78.4868567880958	12.218679789624183	83.03231133355035	0	1	2.3	47	32	0	0	0	0		0	
	VAPOR	VAPOR - human figure in a cloud shows that material vapors present a danger to life or health.	10.0	1	-1	90	4	13.326307059892642	80.11405251242898	81.89299340341606	81.52464279020676	0	0	-2.9	48	32	0	0	0	0		0	
	<img0005>	<img0005>	-1.0	-1	-1	91	4	6.336326848447713	83.8680614124645	12.218679789624183	88.41351595791905	0	1	2.3	49	32	0	0	0	0		0	
	SLICK FLOOR	SLICK FLOOR - indicates slippery floor that present a danger.	10.0	1	-1	92	4	13.326307059892642	85.4952340174203	58.45673504997702	86.90582429519807	0	0	-2.9	50	32	0	0	0	0		0	
	TM 5-1940-328-10	TM 5-1940-328-10	10.0	1	-1	93	4	40.29231850617851	4.4920796095722855	53.823603212443835	5.902669887350063	0	0	-82.4	51	32	0	0	0	0		0	
	b	b	10.0	1	-1	94	4	46.56045951095282	93.94927361998896	47.55856383080576	95.35986389776673	0	0	88.0	51	32	0	0	0	0		0	
	WARNING SUMMARY - Continued	WARNING SUMMARY - Continued	14.0	1	-1	95	5	28.569941994261896	8.72590806749132	65.54832328207976	10.700734456380209	0	0	-86.6	52	32	0	0	0	0		0	
	EXPLANATION OF HAZARDOUS MATERIAL ICONS - Continued	EXPLANATION OF HAZARDOUS MATERIAL ICONS - Continued	10.0	1	-1	96	5	5.882032500223396	14.277564154730904	55.26247330569598	15.688154432508682	0	0	3.6	53	32	0	0	0	0		0	
	<img0006>	<img0006>	-1.0	-1	-1	97	5	6.335679789624182	17.771464646464647	12.218032730800653	22.316919191919194	0	1	2.1	54	32	0	0	0	0		0	
	EYE PROTECTION	EYE PROTECTION - indicates hazardous situation in which eye protection should be used.	10.0	1	-1	98	5	13.325660001069112	19.39864495787958	79.34661186427697	20.809235235657358	0	0	-2.9	55	32	0	0	0	0		0	
	HAZARDOUS MATERIALS WARNING DESCRIPTIONS	HAZARDOUS MATERIALS WARNING DESCRIPTIONS	10.0	1	-1	99	5	5.881705882352941	27.171371922348488	47.45685970690359	28.581962200126263	0	0	6.4	56	32	0	0	0	0		0	
	WARNING	WARNING	12.0	1	-1	100	5	42.26667236487694	29.982665090849906	51.85065793664471	31.675373424183242	0	0	1.4	57	32	0	0	0	0		0	
	<img0007>	<img0007>	-1.0	-1	-1	101	5	37.32600611628114	32.64869150489268	43.20835905745761	37.19414605034722	0	1	1.0	58	32	0	0	0	0		0	
	<img0008>	<img0008>	-1.0	-1	-1	102	5	44.1163068720001	32.647620307074654	50.00005105570874	37.19414605034722	0	1	-4.5	59	32	0	0	0	0		0	
	<img0009>	<img0009>	-1.0	-1	-1	103	5	50.90799887025123	32.64869150489268	56.7903518114277	37.19414605034722	0	1	-4.5	60	32	0	0	0	0		0	
	Brake Fluid may be flammable.	Brake Fluid may be flammable. Keep away from heat, open flame and/or other	10.0	0	-1	104	5	19.999351943869996	38.26076623165246	76.66927282156352	39.67135650943024	0	0	1.1	61	33	1	0	0	0		0	
	ignition sources.	ignition sources. Prolonged contact with brake fluid may cause a skin rash. Wear	10.0	0	-1	105	5	19.999351943869996	39.71278643367267	78.30163414011439	41.12337671145045	0	0	0.0	61	33	1	0	0	0		0	
	personal protective equipment such as eyewear, gloves and clothing.	personal protective equipment such as eyewear, gloves and clothing. Remove	10.0	0	-1	106	5	19.999351943869996	41.16480663569287	76.48814201963339	42.57539691347065	0	0	0.0	61	33	1	0	0	0		0	
	saturated clothing immediately and thoroughly wash skin that comes in contact	saturated clothing immediately and thoroughly wash skin that comes in contact	10.0	0	-1	107	5	19.999351943869996	42.61682683771307	76.8503637312347	44.02741711549085	0	0	0.0	61	33	1	0	0	0		0	
	with brake fluid.	with brake fluid. If exposed, flush skin and/or eyes with water and seek medical	10.0	0	-1	108	5	19.999351943869996	44.06884703973327	77.0322873918122	45.47943731751105	0	0	0.0	61	33	1	0	0	0		0	
	attention.	attention.	10.0	0	-1	109	5	19.999351943869996	45.52086724175348	26.721297313814844	46.93145751953125	0	0	0.0	61	33	1	0	0	0		0	
	Use a drain pan or suitable container to capture any draining, leaking or spilled	Use a drain pan or suitable container to capture any draining, leaking or spilled	10.0	0	-1	110	5	19.999351943869996	47.60420057508681	76.85251791321998	49.014790852864586	0	0	0.7	62	33	1	0	0	0		0	
	fluid.	fluid. Refer to local procedures and plans for preventing and responding to fluid	10.0	0	-1	111	5	19.999351943869996	49.05622077710701	77.12702652037378	50.466811054884786	0	0	0.0	62	33	1	0	0	0		0	
	spills or leaks.	spills or leaks. Immediately clean up spilled oil. Keep cloths/rags away from open	10.0	0	-1	112	5	19.999351943869996	50.508240979127216	78.48160806653391	51.918831256904994	0	0	0.0	62	33	1	0	0	0		0	
	flame and/or ignition sources.	flame and/or ignition sources. Comply with local procedures and environmental	10.0	0	-1	113	5	19.999351943869996	51.960261181147416	77.02901124004289	53.370851458925195	0	0	0.0	62	33	1	0	0	0		0	
	regulations when disposing of brake fluid, soiled/cleanup materials (such as filters	regulations when disposing of brake fluid, soiled/cleanup materials (such as filters	10.0	0	-1	114	5	19.999351943869996	53.41228138316762	78.93723750255312	54.822871660945395	0	0	0.0	62	33	1	0	0	0		0	
	and rags), and drained, leaked or spilled fluids.	and rags), and drained, leaked or spilled fluids.	10.0	0	-1	115	5	19.999351943869996	54.86430158518782	53.874885901756535	56.274891862965596	0	0	0.0	62	33	1	0	0	0		0	
	Failure to comply may result in injury to personnel and/or damage to the	Failure to comply may result in injury to personnel and/or damage to the	10.0	0	-1	116	5	19.999351943869996	56.94763491852115	71.94565536758324	58.35822519629893	0	0	0.7	63	33	1	0	0	0		0	
	environment.	environment.	10.0	0	-1	117	5	19.999351943869996	58.399655120541354	29.44352013442095	59.81024539831913	0	0	0.0	63	33	1	0	0	0		0	
	TM 5-1940-328-10	TM 5-1940-328-10	10.0	1	-1	118	5	40.291511878319035	4.492202912918245	53.82279159805198	5.902793190696023	0	0	-55.3	64	34	0	0	0	0		0	
	c	c	10.0	1	-1	119	5	46.60392830403646	93.94927361998896	47.51267396375868	95.35986389776673	0	0	88.0	64	34	0	0	0	0		0	
	WARNING SUMMARY - Continued	WARNING SUMMARY - Continued	14.0	1	-1	120	6	28.570589053085428	8.72590806749132	65.54896535437092	10.700734456380209	0	0	-86.6	65	34	0	0	0	0		0	
	HAZARDOUS MATERIALS WARNING DESCRIPTIONS - Continued	HAZARDOUS MATERIALS WARNING DESCRIPTIONS - Continued	10.0	1	-1	121	6	5.8826795590469265	14.277564154730904	56.98861514820772	15.688154432508682	0	0	3.6	66	34	0	0	0	0		0	
	WARNING	WARNING	12.0	1	-1	122	6	42.26731942370047	17.088857323232325	51.85130499546824	18.781565656565657	0	0	1.4	67	34	0	0	0	0		0	
	<img0010>	<img0010>	-1.0	-1	-1	123	6	27.141202041526245	19.75486061789773	33.02355498270272	24.300315163352273	0	1	1.0	68	34	0	0	0	0		0	
	<img0011>	<img0011>	-1.0	-1	-1	124	6	33.9315027972452	19.75486061789773	39.81385573842167	24.300315163352273	0	1	-4.5	69	34	0	0	0	0		0	
	<img0012>	<img0012>	-1.0	-1	-1	125	6	40.721803552964154	19.75486061789773	46.604156494140625	24.300315163352273	0	1	-4.5	70	34	0	0	0	0		0	
	<img0013>	<img0013>	-1.0	-1	-1	126	6	47.51210430868311	19.75486061789773	53.39445724985958	24.300315163352273	0	1	-4.5	71	34	0	0	0	0		0	
	<img0014>	<img0014>	-1.0	-1	-1	127	6	54.302405064402066	19.753787493464923	60.1861492481107	24.300315163352273	0	1	-4.5	72	34	0	0	0	0		0	
	<img0015>	<img0015>	-1.0	-1	-1	128	6	61.094097062653184	19.75486061789773	66.97645000382965	24.300315163352273	0	1	-4.5	73	34	0	0	0	0		0	
•	Fuel is flammable and harmful to health.	Fuel is flammable and harmful to health. Keep fuel away from heat or ignition	10.0	1	1	129	6	15.302286584392872	25.3668274542298	75.58029274535335	26.777417732007578	0	0	1.1	74	35	2	0	0	0		0	
	sources.	sources. DO NOT smoke within 50 feet (15 m) of a fuel source. Do not work on	10.0	0	-1	130	6	19.999999002693524	26.81884765625	77.02963336620455	28.22943793402778	0	0	0.0	74	35	2	0	0	0		0	
	fuel system when engine is hot.	fuel system when engine is hot. Shut down engine before refueling. Ensure fuel	10.0	0	-1	131	6	19.999999002693524	28.270867858270204	77.31071422302645	29.681458136047983	0	0	0.0	74	35	2	0	0	0		0	
