PageID,TextDisplayValue
60127,Turn Tank Selector Valve Handle to Draw Water from Trailer
60113,Inspect the Spray Pattern
60127,Attach Yellow Banded Hose to Agitator Output Port
60127,Open the Tank Drain Valve
60125,Attach the Power Cable to the Power Unit
60123,The Agitator Hoses
60113,Check the Pump Control Valve
60124,The Monitor Hose
60130,Check the Fuel Pickup Line
60123,Set Selector Valve 1 to Agitator
60118,Check Selector Valve 2 and the Pump Control Valve
60130,HMDS Power Unit Will Not Start
60125,Introduction
60118,Test the Water Valve Switch
60123,Start the Power Unit
60127,Attach Double Red or Purple Banded Hose to Monitor Output
60124,Set Selector Valve 2 to Monitor
60124,Locate the Monitor Port
60126,The Spray Bars
60123,Attach Yellow Banded Hose to Agitator Port on the Tank
60133,Check the Selector Valves and Pump Control Valve
60128,Set Selector Valve 1 to Draft and Selector Valve 2 to Off
60126,Attach Green Banded Hose to the Inlet Port on FSB
60126,The Front Spray Bar Hose
60127,Introduction
60126,Inspect the Spray Bars
60126,The Rear Spray Bar Hoses
60128,Turn On the Pump Control Valve
60126,The Spray Bar Mounts
60126,Inspect the Brackets and Mounting Pins
60120,The Tank Selector Valve
60118,Test the Steam/Fog Switch
60130,Check the Cooling Fan
60119,Lower the De-Icers into the Tank
59943,HIGH MOBILITY DECONTAMINATION SYSTEM
59944,Side Menu
59954,The High Mobility Deterioration System
59951,Specific Safety Warnings (continued)
59956,By the end of this lesson you will be able to:
60137,Clean the Battery Terminals
60125,Attaching the Monitor (Hoses & Electrical)
60138,HIGH MOBILITY DECONTAMINATION SYSTEM
59950,"WARNINGOnly use authorized fuel. WARNINGKeep decontaminant containers closed and stored in a cool, dry place. Mix only in accordance with directions for use. WARNINGKeep clear of the exhaust stack during operation of the Power Unit."
60120,Attach the Tank Selector Valve to the Fluid Input Port
59954,INCORRECT
60133,Check the Source Tank Fluid Level
60126,Remove the Pins from the Mounting Brackets
60128,HIGH MOBILITY DECONTAMINATION SYSTEM
60137,Open the Battery Box
60122,Discharge Hoses and Guns
60127,Attach Double Black Banded Hose to Tank Drain on Trailer Tank
60074,Programmable Logic Controller Error Codes
60126,Set the Selector Valves
60127,Mixing with a Single Tank
60128,Feed the Filter Basket into the Water
60113,Dislodge any Debris
60120,HIGH MOBILITY DECONTAMINATION SYSTEM
60128,Use the Tank Fill Indicator to Monitor the Tank
60113,Inconsistent Flow from the Spray Bars
60124,Attach Purple Banded Hose to Hopper/Blender on Main Tank
60130,Corrective Action #14: Oil Pressure Issues
60119,Introduction
60120,Attach the Black Banded Hose to the Tank Drain Valve
60113,Shut off the Flow to the Spray Bar
60130,Change the Fuel Supply
60122,Set the Selector Valves
60128,Ensure that the Air Control Valve is Off
60124,Mixing Both Tanks at the Same Time
60126,Start the Power Unit
60130,Check Coolant Levels
60128,Attach the White Banded Hose to the Draft Output Port
60130,Re-Prime the Fuel System
60127,Attach Yellow Banded Hose to Agitator Port on Main Tank
60133,Check the Hose
60127,HIGH MOBILITY DECONTAMINATION SYSTEM
60133,Ensure that the Power Unit is Running
60135,Close the Top Door of the Power Unit
60119,De-Icer Kit Components
60127,Attach Black Banded Hose to Left Side of the Tank Selector Valve
60130,Test Battery Cable Connections
60127,Steps 2 of 2
60123,HIGH MOBILITY DECONTAMINATION SYSTEM
60134,Introduction
60130,Introduction
60122,Turn on the Pump Control Valve
60120,Introduction
60133,Turn Off the Pump Control Valve and Remove the Hose
60124,The Hopper/Blender Hose
60124,Hopper/Blender (Main Tank and Trailer Tank)
60126,Steps 2 of 2
60122,Attach Red Banded Hose to a Discharge Port on the Power Unit
60134,Turn Off the Pump Control Valve
60124,Introduction
60127,Dump Decontaminant into the Hopper/Blender on Main Tank
60124,The Hopper/Blender
60128,Attach the Filter Basket to the Blue Banded Hose
60124,Attach Purple Banded Hose to the Power Unit Monitor Port
60130,Check the Fuel Supply and Fuel Return Connections for Leaks
60137,Pull Out the Three Green Wiring Plug Assemblies
60138,Introduction
60130,Test Battery Voltage
60138,Attach the Filter Basket to the Blue Banded Hose
60130,Corrective Action #2: Fuel Issues
60130,Change the Fuel Supply
60128,The Vertical Drafting Hose
59945,Click on any step to advance to that section in the video. Click the Previous ( < ) or Next ( > ) button to display additional steps. Hover your cursor over a video to display the control panel:Play/PauseTime/LengthAudioView full frameThree dots menu features are available when playing in full frameDownloadPicture in picture
59943,Left click any numbered highlight to view a description. Right click and drag to view the object from different angles. The previous and next page arrows may occasionally become locked until the current page's instruction is completed.
60130,Check the Fuel Gauge
60130,Check the Fuel Pickup Line
60126,Introduction
60125,Attach Purple Banded Hose to the Monitor Port on Power Unit
60128,Attach the Blue Banded Hose to the Draft Input Port
60130,Check the Fuel Supply and Fuel Return Connections for Leaks
60130,Corrective Action #16: Insufficient Fuel Flow Issues
60214,The following section covers the major components of the HMDS.
60127,Attach Black Banded Hose to Tank Drain Valve on Main Tank
60130,Check the Compressor Oil Level
60125,Raising the Height of the Stanchion
60119,Steps 1 of 1
60118,Procedure
60130,Steps 1 of 2
60130,Corrective Action #18: Low Compressor Oil Level Issues
60126,Attaching the Spray Bars
59944,Side Menu
60126,Remove Towing Clevises from the Truck?s Bumperettes
60138,Remove Hopper/Blender from Tank and Insert Filter Basket
60128,Ensure that the Power Unit is Running
60126,HIGH MOBILITY DECONTAMINATION SYSTEM
60133,HIGH MOBILITY DECONTAMINATION SYSTEM
60127,Steps 1 of 2
60136,Introduction
60136,Check the LED Indicator Lights
60127,Turn on the Power Unit
60137,Inspect the Three Green Wiring Plug Assemblies
60215,The Power Unit
60127,Attach Double Black Banded Hose to Right Side Tank Selector
60138,Attach the Selected Hose to the Hopper/Blender Input Valve
60128,Drafting Operation
60133,Verify that the Valve can Actuate
60127,Attaching the Mixing Hoses and Mixing a Solution
60134,System Will Not Build Pressure
60213,"The HMDS can deploy decontamination solutions in two forms: liquid and slurry. Liquid ? Water, Calcium hypochlorite (HTH),  Joint General Purpose Decontaminate for Hardened Military Equipment (JGPD-HME) only. Slurry ? Super Tropical Bleach (STB), concentrated solution that is applied in a semi-liquid consistency.  Additional System Performance Information Output Stream: 90-95 Gallons Per Minute (GPM)Output Discharge Distance: Up to ~90' (Dependent upon user settings, decontaminant, nozzle, wind, and other factors)Zero-Prime Drafting: Up to ~20' of vertical liftHydrant Fill Capability: Dispensed directly into a tank"
60126,Attach Green Banded Hose to the FSB Outlet Port on Power Unit
60138,Attach Blue Banded Hose to Drafting Port on Power Unit
60135,Lubricate the Discharge Side of the Valve
60126,Attaching the Rear Spray Bar Hose
59942,Simulation
60130,Corrective Action #1: Battery Issues
60128,Attach the White Banded Hose to the Power Unit
60133,Spray Water into the Stuck Valve
60074,NOTE:Code ?C? may also indicate that the Power Unit's front door is open. Secure the front door and reset the PLC to continue operations.
60136,Check for a Fault Code Icon
60130,Verify that the Oil Drain Valve is Closed
60127,Set Selector Valve 1 to Agitator and Selector Valve 2 to Monitor
60126,Turn on the Pump Control Valve
60238,"Before attempting to start the HMDS, what should always be done?"
60130,Check the PLC
60208,"The High Mobility Decontamination System (HMDS) is a modular, diesel-driven system specifically designed for rapid, mobile decontamination missions for terrain and military equipment. The system is designed to be operated while mounted in the back of a M1083 vehicle or on a M1095 trailer, while stationary or mobile. The HMDS Power Unit uses a Diesel engine-powered air compressor to create and propel decontamination solutions through a 1.5"" (3.81cm) pump. It deploys these solutions through vehicle- or trailer-mounted spray bars, a remote-control stanchion-mounted Monitor (water cannon), and non-collapsible hoses with D-Bale handset(s).  The HMDS is capable of drafting from external water sources, such as bulk tanks or natural bodies of water. In addition to the Power Unit, the HMDS incorporates two solution-mixing tanks, each with a fill capacity of 750 gallons. The tanks are constructed with internal baffles to minimize liquid movement and weight shift during transport."
60215,HIGH MOBILITY DECONTAMINATION SYSTEM
60133,Introduction
60127,Attach the Tank Selector Valve to the Fluid Input Port
60238,CORRECT
60218,Tank Inspection/Cleanout Ports
60130,Open the Battery Box
60211,HIGH MOBILITY DECONTAMINATION SYSTEM
60130,Check the Fuel Gauge
60128,Introduction
60223,Tank Storage Basket and Cargo Net
60138,Turn On the Power Unit
60221,"The Tank Level Inspection Port is a capped, 2"" diameter port located next to the Hopper/Blender. The plastic cap is secured with a metal ?dog tag chain? lanyard. This port contains a measuring tape which is marked in 100 gallon increments on its back side. This enables visual measurement of the amount of liquid in the tank. 1"" of tape represents approximately 20 gallons of liquid.  To measure the fluid level, gently pull upwards on the tape until a ?catch? is felt. Then, read the measurement.  To secure the tape, gently push it back down into the tube and re-cap the port.  The tape may also be left out of the port to watch the tank level rise or fall."
60224,HIGH MOBILITY DECONTAMINATION SYSTEM
60130,HIGH MOBILITY DECONTAMINATION SYSTEM
60240,Air
60130,Check Air Filters
60128,Turn Off the Pump Control Valve
60217,HIGH MOBILITY DECONTAMINATION SYSTEM
60133,Check the Tank Drain Valve
60133,Lubricate the Discharge Side of the Valve
60136,PLC Fault Codes
60223,HIGH MOBILITY DECONTAMINATION SYSTEM
60133,Replace the Valve
60230,HIGH MOBILITY DECONTAMINATION SYSTEM
60231,HIGH MOBILITY DECONTAMINATION SYSTEM
60130,Replace the Battery
60222,Tank Agitator
60237,Which of the following hose connections is made on the front of the Power Unit?
60137,HIGH MOBILITY DECONTAMINATION SYSTEM
60139,Open the Battery Box and Locate the Fuel Priming Switch
60239,"The HMDS has several methods of operation which include: two discharge hoses, front/rear spray bars, and a Monitor."
60135,Push the Air Line into the Valve
60137,Inspect the Power Leads on the Back of the Battery Box
60139,Introduction
60139,Toggle the Switch Forward and Hold it in Place for 3 Minutes
60220,Tank Hopper/Blender
59942,Left click to interact directly with the simulation based on the provided instruction.
60239,INCORRECT
60232,"The HMDS Power Unit uses a 5-gallon ?jerry? can Fuel Container. It is seated in a holder on the side of the Power Unit and must be secured by the strap before system operation and/or transport.  The fuel container also uses a fuel line/cap that includes a fuel level indicator. ?F? denotes full, ?E? denotes empty. There is a check valve at the bottom of the siphon tube on the fuel cap system. It will help reduce the loss of fuel prime to the engine, making startups after storage or transportation easier. WARNING!Avoid allowing the fuel level to fall below ? tank. The Power Unit will shut down without fuel, which may cause damage to the fuel system. Running the fuel rail or filters dry will eventually damage the fuel pump and fuel injectors. WARNING!Always secure the fuel container with straps before system operation and/or transport."
60133,Actuate the Valve Again
60134,Remove the Hose from the Afflicted Valve
60133,Open the Pump Control Valve
60228,"The telescoping Monitor Stanchion measures 68"" to the top of the flange when retracted and can be raised an additional 2' higher overall. It requires two (2) people to raise and lower it; one to remove and replace the locking pin and the other to raise or lower the upper portion/haloed Monitor.  CAUTIONThere is a pinch hazard between the upper and lower sections of the Stanchion, clearly marked with red caution tape. WARNING!ALWAYS avoid placing hands, fingers, or clothing in or near the meeting point of the upper and lower sections of the Stanchion."
60135,HIGH MOBILITY DECONTAMINATION SYSTEM
60232,HIGH MOBILITY DECONTAMINATION SYSTEM
60242,Bleach and Liquid Detergent
60229,HIGH MOBILITY DECONTAMINATION SYSTEM
60137,Introduction
60237,CORRECT
60134,Check the Air Line Between the Selector Valve and Actuator
60136,The Common Error Indicator Light
60238,Change the battery
60230,Rear Spray Bar (RSB)
60214,HIGH MOBILITY DECONTAMINATION SYSTEM
60136,Fault Icons Can be Found in the Technical Manual
60242,"Using the discharge hoses and guns, wash the tank with a liquid detergent and water solution."
60234,For comments or questions related to this course:D2 | TEAM-SimDirector of Army Programs: Walt RantTEL: (732) 757-8252E-mail wrant@d2teamsim.com
60130,Clean the Battery Terminals
60243,Question: 1 of 5
60134,Look into the Valve for Stuck Material
60130,Change the Oil and Oil Filters
60135,Attempt to Dislodge any Stuck Material
60126,Steps 1 of 2
60229,"The Front Spray Bar (FSB) is used to disperse fluid from the front of a truck. It is made of stainless steel and is fed by the 1"" diameter Green Banded hose. The middle section is 98"" long and comes equipped with mounting brackets, as well as two capped ends that are used to attach the right- and left- ?wings.?  The mounting brackets are set up to mount the FSB to armored M1083 trucks. The bracket must be inverted in order to mount the FSB to the unarmored versions of the M1083 trucks. Two (2) 1"" diameter clevis pins are used to hold the brackets onto the clevis fittings on the front of the truck.  Without the extension wings, the FSB will cover approximately 16' (wide). Ensure that the caps with gaskets are in place and locked down. Failure to do so will result in liquid spraying up the side(s) of the truck.  The right- and left-wings extend the FSB?s overall length by 4' each (8' overall), for a total spray pattern that is approximately 32' wide. The right wing is marked with an ?R? and red bands, while the left wing is marked with an ?L? and green bands. To avoid damaging the FSB or the vehicle, each wing can swivel backwards if it strikes an object.  To add the wings to the FSB, detach the camlock caps on each end of the middle section. Then, attach the wings using the Instalock fittings. Make certain that there is a rubber gasket in the fitting or the FSB won?t operate properly.  The center nozzles on the middle spray bar and the inner nozzles on the wings point approximately 45 degrees forward from the vertical. The outer nozzles on the wings point outward and downward."
60133,No Flow or Pressure
60119,Procedure
60237,HIGH MOBILITY DECONTAMINATION SYSTEM
60135,Turn Off the Power Unit
60130,Check Indicator Light and Oil Pressure Sending Switch Wiring
60238,Ensure that all discharge ports are closed
60137,Check for Loose Wires Between the Battery and PLC
60137,Remove the Rain Cover from the PLC
60257,HIGH MOBILITY DECONTAMINATION SYSTEM
60243,Which of the following is not a common Fault Code that can be found on the PLC?
60234,POC: BRYAN BATEYE-mail: bryan.w.batey.civ@mail.mil
60262,HIGH MOBILITY DECONTAMINATION SYSTEM
60137,Procedure
60135,Look into the Valve for Stuck Material
60133,Push the Air Line into the Valve
60139,Priming the HMDS for Fuel
60113,Procedure
60237,Draft Input
60130,Check the Coolant Reservoir
59945,Video Controls
60237,The Draft Input hose connection port is located on the front of the HMDS Power Unit.
60135,Stuck Valve (Open or Shut)
60237,Checks on Learning
60134,Push the Air Line into the Valve
60243,Emergency Stop
60138,Attach Any 1 ?? Diameter Hose to the Draft Discharge Port
60238,Change the PLC
60137,Check the Battery Fuse Box
60251,"Number1 2 3, 4 5, 6 7 8 9 10 11 12, 13 14 15"
60135,Introduction
60125,Steps 1 of 1
60138,Priming the HMDS for Pumping Water
60208,HMDS Overview
60243,CORRECT
60237,The Monitor
60238,"Before attempting to start the HMDS, ensure that all discharge ports are closed. Take a moment to open and empty all discharge hoses and devices, then return them to the normal ""Closed"" and ""Off"" positions."
60128,Procedure
60237,Question: 1 of 5
60238,HIGH MOBILITY DECONTAMINATION SYSTEM
60219,Tank Selector Valve Assembly
60139,HIGH MOBILITY DECONTAMINATION SYSTEM
60135,Check the Valve?s Air Line
60265,NOTE: A nozzle must be attached to the D-Bale handset at all times for proper operation.
60239,Hatches
60239,Checks on Learning
60242,INCORRECT
60137,Test the Battery Using a Voltmeter
60269,HIGH MOBILITY DECONTAMINATION SYSTEM
60139,Verify that the Power Unit is Priming
60212,Programmable Logic Control (PLC) Controls and Indicators
60136,The Auxiliary Fault Codes
60210,Tank Connection Points
60139,Place a Full Jerry Can in the Fuel Bracket
60227,Monitor Remote-Control Box
60240,HIGH MOBILITY DECONTAMINATION SYSTEM
60256,"The Agitator hose is used to feed the Agitator on the main (truck) tank. It is 8' long, has a 1"" diameter, and is marked with a Yellow Band.  The Agitator-Trailer hose is used to reach the trailer tank. It is 35' long, has a 1"" diameter, and is marked with a Double Yellow Band.  The Instalock connectors on these hoses require two hands to attach and detach."
60213,HMDS Overview (continued)
60231,"The De-Icer Kit is used to thaw or prevent freezing of water in the system tank(s) while operating in cold environments.  The De-Icer Kit contains the following parts: an Inverter a NATO slave power cord (permanently attached)an extension cord four (4) De-Icers  1-2 De-Icers should be used per tank. The inverter is powered from the vehicle?s 24-28 VDC NATO slave connector, but can be powered by exterior power sources, as well. The De-Icer Kit is stored within the Accessory Box, which also holds the nozzles, adapters, and other small parts."
60217,System Tanks
60213,HIGH MOBILITY DECONTAMINATION SYSTEM
60242,Checks on Learning
59941,Course title and page name. Current page location in course. Left click the next or previous arrow to navigate to that page (when available).
60251,FittingsF-F F-F F-F F-F M-M M-M F-F F-F F-F F-F F-F F-F
60237,The Front Spray Bar
60265,Click Image
60130,Steps 2 of 2
60232,Fuel Container and Gauge
60251,LabelYELLOW YELLOW X2 RED RED X2 BLUE BLUE X2 WHITE PURPLE GREEN ORANGE BLACK BLACK X2
60214,The major components of the HMDS are: The Power UnitSystem TanksHose KitHosesNozzlesThe Monitor (Water Cannon)Front Spray Bar (FSB)Rear Spray Bar (RSB)De-Icer KitCab and Tailgate MagnetsFuel Container and Gauge
60224,Moving and Securing Tanks
60273,Tank Installation
59956,Explain the mission of the HMDSExplain the capabilities of the HMDSIdentify the forms of decontamination solution the HMDS can deployIdentify the major components of the HMDS
60239,HIGH MOBILITY DECONTAMINATION SYSTEM
60138,Set Selector Valve 1 to Draft
60256,HIGH MOBILITY DECONTAMINATION SYSTEM
60240,Checks on Learning
60289,System Startup Warnings
60277,Installation of Spray Bars (continued)
60295,By the end of this lesson you will be able to:
60239,Which of the following is NOT an operation method of the HMDS?
60268,Stanchion Controls and Indicators
60292,HIGH MOBILITY DECONTAMINATION SYSTEM
60222,"The Agitator mixes tank contents and keeps concentrated decontaminant solutions mixed while the system is running. It is important to keep the tanks agitated, especially when they contain concentrated bleach solutions or slurries. The Agitator input is a 1"" diameter, right-angled fitting, which is fed by the Yellow Banded Agitator hoses. It is located on top of the tank, next to the Hopper/Blender. Please be aware that the Agitator cannot be used while drafting or discharging a tank via Discharge Port #1."
60261,"The Front Spray Bar hose is used to connect the Front Spray Bar port on the Power Unit to the Front Spray Bar. It is 25' long, has a 1"" diameter, is made of Red Booster Hose material, and is marked with a Green Band.  The hose is routed over the cab of the truck and can be held in place with magnets that are stored in the Accessory Box of the De-Icer Kit. It can also be attached to the Agitator on the main (truck) tank. The Instalock connectors on these hoses require two hands to attach and detach."
59944,"Left click the three bar icon at anytime to open the Side Menu:Course Map: Quickly jump to any page, key word search is available.References: Provides access to additional documents related to the course.Help: Provides a descriptive PDF version of course features.Print: Prints the current page, if available.Exit Course: Closes the course."
60225,"The HMDS includes a hose kit to attach the Power Unit to the Tanks and the various discharge functions. There are 15 hoses in the kit. Hoses are stored in the baskets on top of the tanks to allow them to dry properly. The hoses that deliver pressurized water are made of red ?booster hose? material (the same material used for the M12A1 discharge hoses) that is durable and will withstand caustic bleach solutions. The larger diameter (1.5"") hoses have EZLink camlock connectors for fast and easy, one-handed installation and de-installation. The smaller diameter (1"") hoses use Instalock camlock connectors.  The suction and drafting hoses are made of blue-colored, reinforced PVC to retain rigidity under suction. The suction and drafting hoses are always connected with 1.5"" Instalock camlock style connectors. The drafting hoses have male fittings whereas all of the other hoses are equipped with female fittings."
60292,OPERATING THE SYSTEM
60293,By the end of this lesson you will be able to:
60328,HIGH MOBILITY DECONTAMINATION SYSTEM
60126,Inspect the Nozzles
60215,"The Power Unit provides the power to run all HDMS equipment. It consists of: A Kubota M EngineA Rotary Screw Compressor - Type SC18A Pneumatic PumpA Programmable Logic Control (PLC)A Parker/Racor R20P Fuel and Water Separator with Pump/Primer The Power Unit is affixed to an 80"" x 60"" platform, which is used to anchor the Power Unit to the bed of a truck. The platform must be strapped down to the bed of a truck for transit.  WARNING!When using a forklift to lift the Power Unit platform, extended forks (at least 72"" long) must be used. Insert the forks under the Power Unit platform for proper weight distribution! Failure to use the correct forks may result in injury and system damage. Only lift the Power Unit/platform with extended forks from the driver?s side of the vehicle or the tailgate end of the platform."
60287,SYSTEM STARTUP
60225,HIGH MOBILITY DECONTAMINATION SYSTEM
60139,Route/Attach Fuel Lines from Jerry Can into Fuel Input/Output
60251,"Length8' 35' 2 X 50' 2 X 12' 20' 60' 35' 17' 25' 2 X 15' 40"" 25'"
60275,Associated Hose ColorRED RED  BLUE RED RED RED RED RED BLUE
60240,Water
60138,Turn On the Pump Control Valve
60214,Major System Components Objectives
60243,Engine High Temperature
60242,Water and Liquid Detergent
60262,Rear Spray Bar Hoses (Orange Bands)
60333,Front Spray Bar Operation
60452,Water is being dispensed
60348,Tank Cleaning Procedure
60226,"The Monitor is a water cannon used for large area/long distance decontamination. It can be configured to operate either manually or with the wired Remote-Control Box. There are 2 manual- control hand wheel knobs on the Monitor that can be used to move it if there is no power being supplied. It is made of stainless steel and is fed by the 17' long, 1.5"" diameter, Purple Banded hose via an EZLink connector.  The Monitor is comprised of three (3) major components: the Monitor head, a ?haloed? Stanchion to protect the Monitor head, and a wired Remote-Control Box.  Selector Valve #2 on the Power Unit has two functions related to the Monitor:  Monitor: This setting allows liquid to flow to the Monitor constantly once the Pump Control Valve is opened.  Remote Monitor: This setting causes the flow of water to be controlled by the wired Remote-Control Box. Liquid will begin to flow to the Monitor when the switch on the controller is engaged, and will immediately stop when the switch is released. The nozzle control switch (?Fog/Stream?) controls the ?blabber? actuator on the Stream & Fog nozzle; the ?stream? is a straight flow of liquid, whereas the ?fog? is of lower pressure, and fan shaped."
