PageID,TextDisplayValue,UnitID,UnitName,Path,UnitPath
52006,Course title and page name Current page location in course Left click the next or previous arrow to navigate to that page (when available).,59393,Course Navigation,/-1(*)/00(*)/01(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Introduction | Tutorial | Course Navigation
56873,3D Viewer,66677,3D Viewer,/-1(*)/00(*)/01(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Introduction | Tutorial | 3D Viewer
56874,Left click to interact with the Simulation based on the provided instruction or when  available click the Next button.,66678,Simulation,/-1(*)/00(*)/01(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Introduction | Tutorial | Simulation
56874,5 of 5,66678,Simulation,/-1(*)/00(*)/01(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Introduction | Tutorial | Simulation
56874,Simulation,66678,Simulation,/-1(*)/00(*)/01(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Introduction | Tutorial | Simulation
52458,"Warnings are provided where injury may occur to personnel on or near the system. A warning is used to alert the user to hazardous operating and maintenance procedures, practices, conditions, statements, etc., that may result in injury to or death of personnel if not strictly observed. Warnings are preceded by the word WARNING. General Warnings for the RIB can be found on pages ?a? through ?e? of TM 5-1940-328-10.",59945,"Warnings, Cautions, & Notes",/-1(*)/01(*)/02(*)/01(*),"Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Warnings, Cautions, & Notes | Warnings, Cautions, & Notes"
52458,"A Caution is used to alert the user to hazardous operating or maintenance procedures, practices, conditions, statements, etc., that may result in damage to or destruction of equipment or degrade mission effectiveness if not strictly observed. Cautions are provided where equipment may be damaged but no personnel injury should result. Cautions are preceded by the word CAUTION.",59945,"Warnings, Cautions, & Notes",/-1(*)/01(*)/02(*)/01(*),"Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Warnings, Cautions, & Notes | Warnings, Cautions, & Notes"
52458,"Notes provide helpful information to operate or maintain the equipment, but there is no danger of equipmentdamage or personnel injury. Notes are preceded by the word NOTE.",59945,"Warnings, Cautions, & Notes",/-1(*)/01(*)/02(*)/01(*),"Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Warnings, Cautions, & Notes | Warnings, Cautions, & Notes"
52458,Click on each icon to learn how and when it is used.,59945,"Warnings, Cautions, & Notes",/-1(*)/01(*)/02(*)/01(*),"Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Warnings, Cautions, & Notes | Warnings, Cautions, & Notes"
52468,"Each question provides feedback regardless of a correct or incorrect answer. In addition, incorrect answers provide direct access to the appropriate instruction for review.     After reviewing the material to return to the Checks on Learning question, simply click on the Return to Checks on Learning Button provided in the top right corner of the page.",59954,Checks On Learning,/-1(*)/01(*)/12(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Checks On Learning
52469,Terms:,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,Definitions:,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,WARNING,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,May result in injury or death to personnel,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,May result in damage to or destruction of equipment,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,CAUTION,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,NOTE,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,"Is used to highlight essential procedures, conditions, statements, or convey important instructional data to the user.",59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,Question: 1 of 6,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,Button1 = {{9767}}Button2 = {{9768}}Button3 = {{9769}}Button4 = {{9770}}Button5 = {{9771}}Button6 = {{9772}}Term = {{9773}}Definition={{9774}},59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,CORRECT,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,INCORRECT,59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52469,"WARNING - May result in injury or death to personnel CAUTION - May result in damage to or destruction of equipment NOTE - Is used to highlight essential procedures, conditions, statements, or convey important instructional data to the user.",59955,Question 1 of 6,/-1(*)/01(*)/12(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 1 of 6
52471,PPE:,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Protects you from:,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Gloves,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Wind and Water Spray,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Drowning,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Goggles,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Personal Flotation Devices (PFDs),59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Sharp Objects and Pinch Points,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,Question: 2 of 6,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,CORRECT,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,INCORRECT,59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52471,"PPE is a collection of equipment such as proper head gear, goggles, vests, gloves, and boots. Everyone must wear the proper PPE for training and missions. Personal Flotation Devices (PFDs) may be required during training and or missions.",59956,Question 2 of 6,/-1(*)/01(*)/12(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 2 of 6
52472,Gloves,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,Goggles,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,Vest,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,Question: 3 of 6,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,Helmet,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,CORRECT,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,"Use appropriate PPE, such as gloves, to avoid pinch points between the boat and trailer, especially when handling the winch hook.",59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52472,INCORRECT,59957,Question 3 of 6,/-1(*)/01(*)/12(*)/03(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 3 of 6
52470,Prevents shorting,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,Prevents arcing and explosions,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,Prevents corrosion,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,Question: 4 of 6,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,Prevents sparks,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,CORRECT,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,"Keeping all electrical connections clean, tight, and insulated prevents arcing and explosions, and shorting.",59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52470,INCORRECT,59958,Question 4 of 6,/-1(*)/01(*)/12(*)/04(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 4 of 6
52473,Flammable,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,Question: 5 of 6,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,CORRECT,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,"Fuel is highly flammable. Keep fuel away from all heat or ignition sources.  Lubricating Oils may be flammable. Keep them away from heat, open flame, or other ignition sources.",59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,INCORRECT,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,Environmental damage,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,Poisonous,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52473,Caustic,59959,Question 5 of 6,/-1(*)/01(*)/12(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 5 of 6
52474,Question: 6 of 6,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,CORRECT,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,"The Emergency Stop Lanyard is a coiled, red loop attached to the ignition key. Clips to emergency stop switch and operator. If clip is dislodged from stop switch, engines stop.",59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,INCORRECT,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,Emergency tie-down,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,Searchlight operator,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,Radio operator,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52474,Boat operator,59960,Question 6 of 6,/-1(*)/01(*)/12(*)/06(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Safety | Checks On Learning | Question 6 of 6
52480,Hull and Inflatable Tube,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Electrical System,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Controls,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Capacities,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Engine,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Trailer,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Weights,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Fuel Tank Gauge,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Hull and Inflatable Tube Boat Length (with Engine Guard) ..............................  31 ft 6 in. (9.6 m)Hull Length ...................................................................  26 ft (7.9 m)Hull Width ....................................................................  10 ft 2 in. (3.1 m)Estimated Draft at Max Load ..................................... 1 ft 6 in. (45.72 cm)Hull Material ................................................................  AluminumInflatable Tube Material .............................................  Polyurethane,59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52512,Override,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52512,Question: 3 of 8,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52512,A/H,60019,Question 3 of 8,/-1(*)/05(*)/15(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 3 of 8
52516,2 seconds,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52480,"Electrical System Battery, Type ............................................................. 12 Voltage (V) Marine BatteryBattery, Number ....................................................... 5 Circuit Breakers:1x50A ......................................................................... Bilge Pumps 3x80A ......................................................................... House, Port, Starboard Batteries1x40A ......................................................................... Spare",59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,"Controls Throttle ...................................................... ElectronicPropulsion ................................................. Forward, Neutral, and ReverseSteering .....................................................  Hydraulic",59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,Capacities Fuel  240 gal. .................................................................  (908.5 L)Oil Reservoir (on Engine) .............................................  2 gal. (7.57 L)Oil Reservoir (on Boat) .................................................  3 gal. (11.35 L)Gearcase Lubricant (with Reservoir) ? Port ...............  44.7 oz (1321.9 mL)Gearcase Lubricant (with Reservoir) ? Starboard .....  45.6 oz (1348.5 mL),59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52516,3 seconds,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52516,4 seconds,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52516,Question: 8 of 8,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52480,"Engine Model ...................................................  E250ZType ......................................................  6-cylinder, 2-strokeDisplacement ......................................  210 cu. In. (3441 cc)Peak Output ........................................  250 HP @ 5500 RPMIdle Speed ............................................  450-550 RPMMaximum ............................................  RPM 6000 RPMRotation ?Port .....................................  CounterclockwiseRotation ? Starboard ..........................  ClockwiseFuel Type .............................................  Gasoline, Unleaded",59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52482,CORRECT,59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52482,"Weight SpecificationsBoat Payload Capacity with Full Tank  3,815 lbs (1731 kg)",59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52482,INCORRECT,59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52496,Port Engine Battery Switch: Port engine control system,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52516,5 seconds,60024,Question 8 of 8,/-1(*)/05(*)/15(*)/07(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Command Controls | Checks On Learning | Question 8 of 8
52480,"Trailer Model ...................................................  WS8M-180Axles ....................................................  3 AxlesGross Vehicle Weight Rating ............  18,000 lbs (8,165 kg)Tire Size ...............................................  245/75R16Material ...............................................  Aluminum",59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52480,"Weights Trailer ..............................................................................  3,000 lbs (1360.77 kg)Boat (Engines ? no fuel) .................................................  8,004 lbs (3630.55 kg)Boat (Engines ? Full Fuel, No trailer) ............................  9,564 lbs (4338 kg)Boat Payload Capacity with ? Tank .............................  4,842 lbs (2197 kg)Boat Payload Capacity with Full Tank ..........................  3,815 lbs (1731 kg)Outboard Engine ............................................................  570 lbs (258.54 kg)Total Hoisting Weight ....................................................  15,390 lbs (6980.78 kg)Medium Tactical Vehicle Trailer Transport (boat with 240 gal (908 L) of fuel on trailer) ...............  12,564 lbs (5699 kg)Light Medium Tactical Vehicle Trailer Transport (boat with 82 gal (310 L) of fuel on trailer) .................  11,537 lbs (5233 kg)Gross Vehicle Weight(with trailer, full payload, and full tank of fuel) .........  16,379 lbs (7429 kg)",59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
59930,Yellow circle in a black circle,71107,Question 6 of 10,/-1(*)/06(*)/08(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 6 of 10
59930,Question: 6 of 10,71107,Question 6 of 10,/-1(*)/06(*)/08(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 6 of 10
59930,Black circle in a yellow circle,71107,Question 6 of 10,/-1(*)/06(*)/08(*)/05(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Multi-Function Display | Checks On Learning | Question 6 of 10
52480,"Fuel Tank Gauge ? Tank ? 25gal. (95 L) ........................  163 lbs (74 kg)? Tank ? 82 gal. (310 L) .....................  533 lbs (242 kg)? Tank ? 161 gal. (609 L) ...................  1,046 lbs (474 kg)Full Tank ? 240 gal. (908 L) ................  1,560 lbs (707 kg)",59985,Specifications,/-1(*)/03(*)/03(*)/00(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Specifications | Specifications
52481,64 gal. (240 L),59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,200 gal. (757 L),59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,240 gal. (908 L),59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,Question: 1 of 2,59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,300 gal. (1135 L),59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,CORRECT,59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,"Fuel Tank Gauge SpecificationsFull Tank ? 240 gal. (908 L)        1,560 lbs (707 kg)",59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52481,INCORRECT,59986,Question 1 of 2,/-1(*)/03(*)/04(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 1 of 2
52482,"3,815 lbs (1,731 kg)",59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52482,"4,842 lbs (2197 kg)",59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52482,"8,004 lbs (3630.55 kg)",59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52482,Question: 2 of 2,59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52482,"9,564 lbs (4338 kg)",59987,Question 2 of 2,/-1(*)/03(*)/04(*)/02(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Specifications | Checks On Learning | Question 2 of 2
52496,Starboard Engine Battery Switch: Starboard engine control system,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52496,House Battery Switch: Boat electrical system,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
52496,Question: 1 of 2,60000,Question 1 of 2,/-1(*)/04(*)/09(*)/01(*),Phase 2: RIGID INFLATABLE BOAT (RIB) | Controls and Indicators | Checks On Learning | Question 1 of 2
